address, balance, GLTO
juno1aah82wg8zg9cwscgwtapwpakchl5zc09wlt43f, 0.700000, 10946.91647
juno1l083sft2t32nr5zu62gzz5g8ndkgf60pgnm8vm, 1.532392, 10946.91647
juno1mjj0hcsxlu50zn9rkl6gl20cknvlkw823f4m2u, 1.050815, 10946.91647
juno1qd5cvs4tel4a5zzgq2qgsmvyfzp7ytpxuqzq2r, 2.287625, 10946.91647
juno1a0cr83c458xtma20u7jmveqmp7dqlf7crnuy46, 2.000000, 10946.91647
juno1jynrydx7p784tt927h9pa0hlhlnfvtyljqtv03, 1.200000, 10946.91647
juno10n4lwkks9ecu6flr77erpje8rjeg5dfn58cyv9, 1.004450, 10946.91647
juno1t8c5ghzpuvu328dmq5yteu40tv8a840w2aq8zn, 5.000000, 10946.91647
juno1epmlgyve8nu6ag4xldnegj3gaqpa6tw7nn7l0y, 1.000000, 10946.91647
juno1tm078yx2kqqlza2sxxzxrk5a4w58tv8gvl8u0m, 1.000000, 10946.91647
juno1gvdnjz73hdx5jyudkudfu8tcngjx7upw4v2c4m, 0.511946, 10946.91647
juno13hejc62zaygdecgqssaj5t5z0fs9sjdx56tts9, 1.000000, 10946.91647
juno1emz4n2r639290tjcjlxm9mmwrx2lt5gklq0tq7, 0.751619, 10946.91647
juno1srdyhmhhlammswt7ywcre7xcwwcxqj69cya5tw, 1.200000, 10946.91647
juno1wty04dc4pevqftryg3yfdulq3u8jevy3ymxk5w, 0.599062, 10946.91647
juno1nkjvmrskg4xnwxrm8yvsy4l7xhrhswdclyw4pu, 0.510000, 10946.91647
juno180n784zwve90nq9w97upvnu0rpeahvn9k390uw, 88.357483, 10946.91647
juno195lfnvs7jeevj6prn5a9ghr563s6tmzltfg6ec, 1.140000, 10946.91647
juno1hxmfyj0vxtgt38v484d50wlte842mx5hvz3g9r, 10.792415, 10946.91647
juno1rn5daa82xlxn8ln24w49622wk90ykwkjcqtsrt, 1.007077, 10946.91647
juno1fgwaqndwpl2hmk6vv98vt07fkefvx46wmvsl8n, 12.401000, 10946.91647
juno1d52w5wle9670pe52vnavlva0ntvx2y7elkg8nj, 1.070499, 10946.91647
juno1nlt9tft6dmfzq95efwe7svm2mfkg8u2jf6n0dz, 8.152400, 10946.91647
juno123tc4v5y6m5vacluydf5chplaw509m6w5gtza6, 8.035846, 10946.91647
juno1s24ht39ea9pquwa2ry3zwd4ahlq5zlj5h67d9l, 39.847808, 10946.91647
juno1xqtp25e3lgf264q7q4jtyqzl8cjknq7k9upfve, 0.721053, 10946.91647
juno136q96eagxjvwqhpq3d6ztg5tc6sad9zevccjqa, 1.200000, 10946.91647
juno13reean9kraeyvakh4yhcxqkxt0gt8urll48rcq, 1.000221, 10946.91647
juno1f42g6asrdyyxz43tpw63u5e7aym8r85w6lfkws, 1.892235, 10946.91647
juno1lj6h5mznygghykje06eh8jus5u9qq524rtn2vm, 0.654176, 10946.91647
juno1xmakf7cyte4f0pmpuf6w9jrce8krhklpekp5gx, 1.585144, 10946.91647
juno1y229jrp5m65sa2zgwh8pjrg02pd9mhxfyg7fjj, 1.000000, 10946.91647
juno17k7mg0km4r68u0tur733vlwl4awzujsqzht0yu, 1.050538, 10946.91647
juno1rmykkl7y5pk2m0zpcnrlvlygk9w7v26kxlaezz, 1.200000, 10946.91647
juno13lm3s2ddurvtmd8lg5kppr55wwrjq3q9r8fdsg, 1.000103, 10946.91647
juno1mk6c4dvp9eq9yuf79rylq7myuzug55xfum8gyl, 1.000000, 10946.91647
juno19yf3w9qhw0cfgaq658twnx9zzt48zdqpeqjhdg, 1.015779, 10946.91647
juno1q2274n2ls7c39ndffvajuj38grwfd9jqcyxk70, 10.005963, 10946.91647
juno1luzlmyzked7s2x27snlwgf9a4rqspj5hph4zsw, 2.773222, 10946.91647
juno1a24ne7jwrfgmedaavrg4zw0g0k94n4anj7w94e, 17.005000, 10946.91647
juno17007sdnxs3tf4057j0fw3tpznqx0vzjat0sreu, 7.657171, 10946.91647
juno1rc0xxf3xhlgjzx33ft4fxlf4hwu9ene7vyeqet, 0.500000, 10946.91647
juno1z86328atna82gh36tppwxepu000jdyxd2c6sh7, 0.702450, 10946.91647
juno1zzzk2244camjzltt9uau9u2xh4y7705hhuahgg, 1.179671, 10946.91647
juno1hnh5l945ppu8y47r9czk8s980x7en6huvvpyew, 1.000000, 10946.91647
juno1xec98eye8qu5tqgneju74h2jk5mqqew7aemtwq, 1.010717, 10946.91647
juno1apdz8hs3vmjka2fdvcmj2st3xp4ngxkrm30ls4, 0.501784, 10946.91647
juno1k9cspanymj2ffl576lgtp865dnfedqzwsrzsfh, 1.140000, 10946.91647
juno1lk72h6jz38rj58tr4v9y0pxgvfj2syjrhjqkrw, 7.005959, 10946.91647
juno19gcmdjeyhh54v5j4xgsh0rv342jkqhzkhm2qpg, 1.000000, 10946.91647
juno135akqmvxfw0fd03jmxs23ef2muf6nk0t85kg3d, 1.005030, 10946.91647
juno10njj6903njuyut3rxp2mkse8tvcx8yd5sdcpyg, 1.200000, 10946.91647
juno1jv0saskryhzasny5f6q0h9rn32zppwfv8jccnq, 11.000000, 10946.91647
juno12d6r4sywmfg4ymw4mv2l7nrgmyryt7t36hyh22, 10.000000, 10946.91647
juno1u27fjcawtxsk58axf8fr69t4thd77ydkhk26gg, 1.200090, 10946.91647
juno1ev9q2wmk8prqykjgsrncl52nxwyq0ku6q8z3ts, 1.000000, 10946.91647
juno1xufmktj9k6zx9h3va3cnwfu5f2pfjfcs7xd2yc, 0.610035, 10946.91647
juno13t66nt0p2n4srz4n7g8nmhwgt6rw5jh37ac6fw, 1.553889, 10946.91647
juno12vhjvv8z39evugadc5fuvp52za0ermyz85nhkl, 5.268271, 10946.91647
juno1wwqk76vlc2lnwxvt3uzk33ls5ymae6p5ddtxqf, 1.000000, 10946.91647
juno1pggswm93w46p86jzmvpwd4jcj5x5r3ld46c8lm, 2.312108, 10946.91647
juno1ckc4z334rfpdcqdz5a85mdtaktt2dtkm0wsm07, 16.000000, 10946.91647
juno1ljmpl32nz9hqp2gvyp4ggwkynm6qq7ss20pmzn, 1.000000, 10946.91647
juno18g6qvat4c86a2pd57fdpxsslzvhakdnvansxck, 1.000000, 10946.91647
juno1gseaga77r7qm4ytpax82hjkv7q8ts0kv8u7ss0, 1.000000, 10946.91647
juno1qn6ll2fnxj0xcl4uswffwmtm5unnrrzwer6399, 1.001043, 10946.91647
juno13zs0yntzdswanglzutk89zad74dwc4v8p8gp7n, 10.950000, 10946.91647
juno1xgulnq9s6lk3242g6yen3nq2dp9f34dsu6n8em, 1.465243, 10946.91647
juno17eckvmlaj256k5vmxsprxvewverakdk3c6thh0, 15.134239, 10946.91647
juno1cwmrs2h6wxupp2p38ehy7rsnnry4jhf53kstap, 3.668363, 10946.91647
juno142zrdg7e8spfgypz7xhkry65mkuw26ltzmc8dr, 9.689064, 10946.91647
juno1yxw7a7f5qxnhchzyfu0gx2j5nrhhachmpnsgxs, 1.000000, 10946.91647
juno1wflvwfursy35k4zkrt8drd66d9skptffmqaf42, 0.929714, 10946.91647
juno16tmeafvl30kcyfdlvemgl3fysqugqgwtpv3039, 1.001872, 10946.91647
juno1vje9rhpcaen9jw53xrf22hpnvyhzvnwv3vp70f, 0.580192, 10946.91647
juno16h6cu75ekua5usew7x00ua90npwrfmgcxhtzy5, 0.668589, 10946.91647
juno1x0xuj55t8me68u390tu7e3mwyqrv3052t9kw66, 1.000000, 10946.91647
juno14fqtpynvp6vcn4hwu5k6fw3rtxzp5yd5zuf70l, 11.000000, 10946.91647
juno18xt39w2lw7q0u39z26hj0z6ft3k3cg3vzqxxsp, 1.020000, 10946.91647
juno1934lz2dfs4qs5pmrnrm064hsp33n2yfuawas40, 1.200000, 10946.91647
juno1z7x2wn6rljlc30te5l38c6kkssqz4uzmxrf35l, 11.000000, 10946.91647
juno1kxdulwen2xds9ngsvsf9mrdep4xfsykkhlc9vr, 0.704344, 10946.91647
juno14r3aqqudgymempgjp9dr9aj7j72ys87gu4p36s, 1.269667, 10946.91647
juno17yeh2r2p3xcga8eg4yktxyzxcwp6ry63m2d9c4, 11.200000, 10946.91647
juno1krwjz29gpdah6pugd39845xlves95g4p55muap, 4.960373, 10946.91647
juno19kaxytxcunyk66ws0wuznf63p544remm2s8pjs, 3.000000, 10946.91647
juno1f6ew7q5ymalwk38asvl4335x48dfzf7m46vldx, 1.010844, 10946.91647
juno1avlned84atglmk9xuthjx7x603elrhx4p9x64k, 11.000000, 10946.91647
juno1cydqtgh7m82d7tcrtynh56l5xeg4thxg97regw, 0.825000, 10946.91647
juno1e5jprrmun9t7tuuk9qf3s7nu3mg6yq72teptkz, 1.104098, 10946.91647
juno1s27zyjjlye0cdvctxr0qzkfyfpawn2jj7aqrwy, 79.640979, 10946.91647
juno1t3r07cp8yqrj69ddcxz0rct94kq56nz93as34d, 1.118861, 10946.91647
juno19arx8wzy4pwdtf7tc8tk349ham5lemgxs2rewt, 4.508412, 10946.91647
juno1m234dnn4huwga92r44f23xmu03qa90xm2exq4j, 10.532749, 10946.91647
juno1ggfgmwrtsug3vqv23dhgs25tg4nx02fehzddv5, 3.200000, 10946.91647
juno148gxjln8kyfr6sjxh7uuffc84evy0z3u8u9d2c, 1.000000, 10946.91647
juno1queau9x2nn988psgam3gq8kz6evf8rh94yl80f, 0.663785, 10946.91647
juno1dxha3s6yd8zyxqg30gleaglf6qpflntt5jdr5a, 0.581537, 10946.91647
juno1j5xzx5cutr96t8elveg4pu0yq0jpg2888rgmz2, 1.200000, 10946.91647
juno1p77sfv0aefkxst0uuc5vvavuvp08jw3gvq3dg2, 1.235476, 10946.91647
juno1hdvx0esv3fdjq9whx75q8p0mz4nx0vn8ej2r5n, 1.200000, 10946.91647
juno1dpuagt20thcs3shnyhj99r4qmgewmvemdpn390, 1.000000, 10946.91647
juno1dkq8d9m3put6ace0mn5k7km3ch837e3ejkyzhu, 1.040817, 10946.91647
juno1uym3mu9xsdvykvr320aefkp6vh78mgvaf2r4zz, 0.613409, 10946.91647
juno1mmm9dsyjtfv4sdvutknf5gs4ka6hu53end7e5p, 1.018129, 10946.91647
juno1eh6ukje0t7n00cf3q0gfhvxnrgxc98wuk5q7dm, 11.200000, 10946.91647
juno1dfkchvpqkqtrdpl7mjlu89qkedgv2zuwwxqm50, 0.876418, 10946.91647
juno1vxqteydj8cg3kqv68th23puqze3e53al02fgvn, 2.219275, 10946.91647
juno14ljvnyvx53m2699egxtvctd6j9xve8nyjvnlzn, 1.000000, 10946.91647
juno12ftk2gst84zqn9ny2hcuyntuz4jfnxpn26vtc4, 1.200000, 10946.91647
juno1zn34a9xwvnzxua65dlvsryg3tsx98gh6jea79v, 1.189201, 10946.91647
juno1ywkgk4txq9selrldfljdwkjkgrl5l3epw63nu7, 1.030720, 10946.91647
juno1kxykphkk82x4pk5nzq2kq5f2r6n69k73vsff62, 3.848365, 10946.91647
juno17eqw4wyp7h5hswm44pll3r6zdt407lv043yv6w, 1.690875, 10946.91647
juno1ch0a7xpwlypzvp593g849u73xutpmawka92prf, 1.000000, 10946.91647
juno1wautkudfxklmtkkf5gm8qtt2sgdgqq80fhkq5w, 1.006780, 10946.91647
juno1xt05smu3wv35n4qydt5xrdwcqnucqvlwds88q0, 1.050864, 10946.91647
juno1379vm20rs8mlcwsc8urfvjz97tmgmxurh63aau, 1.100000, 10946.91647
juno1wcay5mjcpawfz4amg8pjlfpet3h2lc53jq02me, 1.002001, 10946.91647
juno1xa5cv3h8ez3u0lxt40qy5rs6cxmc2yfptr0z75, 12.200000, 10946.91647
juno1aqurjvngjrunmvr9qrc6f30qw3v66sk4w4vmz5, 6.299478, 10946.91647
juno1vdv8v0ztfxwcu2zuh8tdfgchhq4f26pvueyytj, 10.990000, 10946.91647
juno1kj3t4jeknz7qhhjn9n7rh2gwmtzm8dx4fl2cpz, 0.995341, 10946.91647
juno1zqg753ll6zf85nzml67ure8zqqkpyvw8z59lnj, 1.168855, 10946.91647
juno13kmzc39enav5j3jnjsxf5ynj23ywuw2jlvmwt7, 1.000000, 10946.91647
juno1vkthfcdhnn4uvz83q29vwkx2qpzjmpue2arhpw, 0.578816, 10946.91647
juno18z6lyevyg36gmtwy5647pg724rjhf5amz4j96l, 2.000000, 10946.91647
juno1jtljcs2g2yutj50ddqcnfav00e0g6yczylcllm, 1.200000, 10946.91647
juno1c7l0hxrxjnzqysuxv5mg2m6fem65s8hppkzhjx, 51.213390, 10946.91647
juno1xsg3mgydy247v4t6u5nnp9yq6z6zcgx87lrl3j, 1.000000, 10946.91647
juno1jp2c9j2ap28cd7ftzlw2ngf3tfyktzlycmv54a, 10.000000, 10946.91647
juno1h3u440cpf36hw05qjnxrkd6awxq6tpf36xfw5t, 1.000000, 10946.91647
juno13l5pwylwg9w8jh4a4gr50nt359u4ylkcztrxs2, 1.530204, 10946.91647
juno18c0grhdx96lw2u5t9qchl390n5weu9znnqkv2r, 1.004218, 10946.91647
juno180c39urf2eekhssxxq2pn44smx7zw2r2wextmk, 1.000000, 10946.91647
juno18h4kx4935mae7hk3a677e6pssz36aksxmh7cvl, 1.000000, 10946.91647
juno1zjtvs7na8mck7l2cyhdt8cnz2jzusxtd63lu66, 1.012037, 10946.91647
juno1uz07k6e0txmv3agfczp4yqm7zsl32fkw4qahxz, 1.007382, 10946.91647
juno149mupc44csj4qvcx72ntcy8k0zq9q6nx3dqeye, 1.000751, 10946.91647
juno1hfu6vndh2jktvl42jgrq758makl6fyrjnznyfv, 1.504809, 10946.91647
juno1myffxf9rq2xgmr28mt7j4f5k2heyp39xuypyxn, 0.500000, 10946.91647
juno1c8dwq2lws0skkca7kaq4u0vxsvzlhcuvf778p6, 0.500000, 10946.91647
juno1nx6jhpwct7rezdvylzlus09x692nn56xjvqzkj, 3.621374, 10946.91647
juno1qanwkm62vetdgan6kpyq7n3kufrwce2suv483v, 26.650254, 10946.91647
juno1kl84a6lkkvd8w4twtan5hp0r6yq5lzp009qyhu, 1.000000, 10946.91647
juno1h97g0vka07m3ntzr4s85xwpzpeszxp4h509alu, 1.000000, 10946.91647
juno1d7y375usd6f7jqgkz7am0ddrn5fygn6luvy8n5, 1.000000, 10946.91647
juno1s7kyhfe3aghmssvuu0ek9zdlvc5rcu8cja5pga, 11.008492, 10946.91647
juno1hezey746cjnkrafjujdtfs52cv4qw6jdsavyg5, 1.010803, 10946.91647
juno1gxv7ajptsj0auwdcszuc3tpyylt3xaj70kkrj9, 2.012400, 10946.91647
juno1u8q9ghxwrhganzsslgtve7pegatm0xs64sp2d3, 155.203380, 10946.91647
juno1hd3qsm0e2eslz203ykln3e9crcglyswkteewms, 2.743560, 10946.91647
juno1ux8zvdsjta9phtjv7dq9zym9ewe0u0489sj94g, 1.013673, 10946.91647
juno1wtn9k6d5wvvwlcmnv3wvmr85m3amkk9xf9vz2v, 1.012823, 10946.91647
juno1932c3xx2s25qk2c0asmj5d364d8e8q8twfl7ur, 14.420127, 10946.91647
juno1hq82l9ffzr4cjjaph5r22pnaxp6pscapsx8a7f, 1.053139, 10946.91647
juno1v5s42qmh7zy8l0y3nnnf76kfkltfsvr74wxkqk, 2.140301, 10946.91647
juno1t8c83d9t44t829pzjq9uxc9aq5kzf64xgfzxxz, 11.004004, 10946.91647
juno1uycwzgye0q5jry3djg2v4sxkh6m0g77tkdw9ug, 1.000000, 10946.91647
juno1ghh0scr55k404xhksjf33nas7gf72v0t0xnxzw, 3.243870, 10946.91647
juno1egcmuaah8tal8nsd3wnxn3yd0vjr864mnjtnkl, 1.000000, 10946.91647
juno1hw89arhsyfp982lwttamfnptxsfh4shyd445np, 1.174526, 10946.91647
juno199ptf22hu0vzks6ldte7nnsj2sl0pr74ktxgzl, 11.200000, 10946.91647
juno1y4sn4wl8nwdh7ntp52xct4phhyzwez8xe4m6q3, 0.687573, 10946.91647
juno16mf0f2tzxs67rdyd4uc34sqjzs9gk4wacypqxu, 5.000000, 10946.91647
juno1q0h3ht2j9m5sgaclmyqxyxdlhc4xysz7md87n8, 1.000000, 10946.91647
juno1mawvv3jxj2u08p2r2srmkytergxqd7emj2laec, 0.997626, 10946.91647
juno1xpe0fr4elxw00a0evs3l7kgqrzlv52ahp4cf9g, 8.671904, 10946.91647
juno1pyp3lwlg28zntcpwq87spsjm2sdng32qm96960, 1.260605, 10946.91647
juno1xjuz9vdsr8wzth5gx4gelyfpcj44clguuwshuv, 1.000000, 10946.91647
juno1kwuwr5tp5j3tjv9wyxpwyk0z8ntctmakmn8ham, 1.043588, 10946.91647
juno1as7kzt3w28qcwccp9tw4f3hrx6tqtg3k62fx0y, 3.000000, 10946.91647
juno1r5a5jej5d77f344utder7kx3sw37yajh9qa8sm, 0.620634, 10946.91647
juno16p6ld9nyn48rdq50t4hju5c9rsekx890zdl0qk, 8.000000, 10946.91647
juno1ll7799d0n80855z9n3vurvz0fzhzctgsja2jpd, 1.740203, 10946.91647
juno1a4klfgf2z2ka4u8599p57aqxdlhwf2p7delh2n, 11.460850, 10946.91647
juno1xa9acgrvtrgqwupd83pmr9mtmawupefflqhgzl, 1.000000, 10946.91647
juno1938m38fdan8vwxr583lqzcx0xh5rdtakaw3ce6, 2.370109, 10946.91647
juno160wdvp32nwrj8nqvdyvgn84vq8mvd8dvkca99n, 24.000000, 10946.91647
juno1nnf85kd8d8fx4dnccrqdpr5eq6d74vha57eane, 0.558667, 10946.91647
juno1mkwjmcya6329eyjkswlzeshaqsuc2m5qsx9qwa, 1.200000, 10946.91647
juno1et93zj3z539acj3vzrfaysh9qs6lx883wudav4, 1.000000, 10946.91647
juno1lg5ymyng6pu6azyq2qhfgkmkd9z0uuvcuugwvk, 0.954552, 10946.91647
juno144ena0yqqmfya0ksz8qjg2d0rdm86nlq40utzl, 4.053299, 10946.91647
juno1s5f9ezcqj6euemwxt2d66cefj2yrl76gcq0tpj, 3.382547, 10946.91647
juno1r020k5d5p9sc2ytpa38dt56vup8m42yas8ukas, 7.268486, 10946.91647
juno1fxqsevx5nw2my8z40fr9us27cfx8smewzqrnt3, 4.086712, 10946.91647
juno143tw0kj2gtffwgmkr489kwh3fw4pkud04yn6y7, 1.622198, 10946.91647
juno13yl8ksc640t4zj9ur2q0e9hcxuphxkfmhp5yw7, 2.006634, 10946.91647
juno1edlp9fg37t2kn89eqd3rkaqs30pwxsp4j064p5, 1.000000, 10946.91647
juno1t7aa25h4kyp50mk8xjxr6s6kfjg7j8n5chhu3e, 1.065423, 10946.91647
juno1xc8nvj9wrkrvcye0kku48tv4tzl0nx4qrgqhl7, 7.000000, 10946.91647
juno1mmdafzv75ymfvjl6raj96aqkg5cyrhltcgmzc9, 10.005000, 10946.91647
juno16xw5ert2vcyczvcptn2c43a6lepvry2qv4gepn, 11.200000, 10946.91647
juno1k9wvqu907e4yswcnrral58xjsf9w7vv2klmceh, 7.000000, 10946.91647
juno1yvfte7tlxzm8c2s69a90mfqu63qfhzsme9l9gh, 1.000000, 10946.91647
juno13lmh7zyl4rtvvxyx9tszwfv4efsmfz7aar6e0u, 1.090120, 10946.91647
juno1u2hxp79ju97u9f4mvxhj3dnvt5j6ledundh7en, 3.009613, 10946.91647
juno18y53njs6qp3ex0k724sd9mfsjftxet9rvrte6y, 15.000009, 10946.91647
juno1hd4zuf7rpsdr45nv0dd2tasv74qtpc3lmj296h, 1.000000, 10946.91647
juno1dj2ls7nkt3hfzwg4eyp8xewf393qdf2zvx7jl2, 1.000000, 10946.91647
juno1zyaz2x40l7txectf5ehd2pc7wcu6wn8dkyx0ax, 8.214271, 10946.91647
juno1xst4h9xfjuvunjxmsve7dasx6ujanqm2svmd52, 1.002989, 10946.91647
juno1ft92z9xr8tyaa9n7ulsc3hkn09e5m9estfaf5m, 4.669423, 10946.91647
juno1l8mqemcgzywuprfemlqjjl8wppash8mjf5t9f7, 1.000000, 10946.91647
juno10lsjtrjwyeq29daqczlumr25k7c0zpu5q4cv48, 4.706824, 10946.91647
juno14g346rvtyw7aac8qq5p9488ls8pqdk5uveljrp, 5.736617, 10946.91647
juno12scnajjddcrkskht7mj7qplzxh7zkzfw8dltur, 3.600564, 10946.91647
juno1wrue4fxfq6f2ffatq5r59faunkfqedkscp5pwe, 1.005000, 10946.91647
juno1w2f65thpgvvm4wwjf8l0t2wgc8l8d79l83kc7t, 1.327170, 10946.91647
juno15j76xgz4gt3y5p5tkm8n0cnvc2agagalqy8szj, 1.000415, 10946.91647
juno1ahg837mxaue8kprcd0c3u9tkthgx68v9kuy9qv, 2.008404, 10946.91647
juno1rygf6l3swgyuy9apuuspwleqj4g0sq26lpydwz, 11.200000, 10946.91647
juno1de7qx00pz2j6gn9k88ntxxylelkazfk3mp7xu2, 11.200000, 10946.91647
juno1dja4k7hfuwxjg8uwen3euvn3z5nsv2nct83e3k, 1.007598, 10946.91647
juno1rdg7ec7a8men3dvxnh5afkpdxcevqkrkz35w39, 5.001170, 10946.91647
juno1st9y369mkl6ymwftzyms60s9j8l924340cc7zh, 13.782990, 10946.91647
juno15am7gfqewp9f233dssfhgm587uuph4vw008esq, 1.912619, 10946.91647
juno1n595zw7zj2p3a287nuccyh0z6getw56q4c0lhc, 11.000000, 10946.91647
juno1yuza6hmvre5ech7hp36rk0lk4ta47qf3ce5tsx, 8.791353, 10946.91647
juno14t8y6agw28wyeflvqdjd3thkazkta6uxytuntv, 1.200000, 10946.91647
juno1ca0pyjwy8mtm36qcmjp6q8d3s3pydk575lsx3c, 0.899823, 10946.91647
juno19rzn6nsfpujz0dypldulv798rkh0ng8dmr7y3m, 8.095573, 10946.91647
juno160v2vk9cmu0h8nep8ka9v3umuxgsxr9ael397w, 1.000351, 10946.91647
juno1map0jhksj8avdl0agm0wxuq004hcqwlqc35zgx, 1.000000, 10946.91647
juno1qk08lq3pjq6ufxezpmn4frvfpkhcj0r5uu33vh, 7.023550, 10946.91647
juno1tj9qgxtv0pqkhvjtzp3aeze9kh37wapsw9xl7f, 10.884495, 10946.91647
juno1vsyngtaekam5xrlfux8au36q3hqs0l8je8q4cs, 1.000000, 10946.91647
juno1qrdn5e8slakknuedcmxftrua6lch0z6wspd0tp, 3.429417, 10946.91647
juno1ulnl3wjn0x5aa3cn2kyrqpd9x0qu26w8pn5g24, 5.108653, 10946.91647
juno1tpmrwgmzsxmppjkxfqx3za9sqh7weffxwy9hru, 11.149540, 10946.91647
juno1xrm843nac896tsw0esj9xk6fljyy3dugv2rs87, 10.583302, 10946.91647
juno1lyhqyeenfsa4fqwfq694ez6wn2khm9nsmxaxu5, 1.000000, 10946.91647
juno1j5q6rdmze8udndh90868der4q6e79srjysdqh8, 1.200000, 10946.91647
juno17e494ljcct8r04mdxcq3x9r3ne8cqkur4ge9u7, 1.000000, 10946.91647
juno1zgaj2w950llsludydz5xmcp609uk02ys8c77m6, 14.217906, 10946.91647
juno1vgplc8gue4l2qyzh2hqdn6m8p85vk64nwm90yv, 0.500000, 10946.91647
juno154r7tqemjr23jg5a46kkl44m3jeg0sj30yaut5, 1.372644, 10946.91647
juno1wtguejrq942vu08qcmnj4scndh8r0kaj5wsl22, 1.000000, 10946.91647
juno1h56cnema9ulag9vcylac4ake3xadql445fxk4m, 1.247295, 10946.91647
juno1upvghq3h0ljhh8e4w6wmdss5j5n09dc9cyrk88, 5.000000, 10946.91647
juno1kacj7uutqqq6pwndf79j36krwq22rctj07eykn, 11.272822, 10946.91647
juno15px8fcsfjfnfud7tynfe4cmdz7av4m68fhlgj4, 0.500000, 10946.91647
juno1pughqnyqjmmrz6lnyh9lyfu4rltneugy46xe7n, 1.003719, 10946.91647
juno17xls50atekgt8ttd3m8mrhts9npv6gaqxl4qat, 1.000000, 10946.91647
juno190f36xptgrpdzdezf285c306jnvgtzvr2z4py0, 1.000000, 10946.91647
juno12yycuxxyavwwfw3n6fm3mmn3udu70p24gahe6u, 2.014459, 10946.91647
juno15ncsssyks98mg4dpnv6wc7ljqqa74rxqqm8dqj, 5.731288, 10946.91647
juno16h83zu9erxsnrtgeg0t63r59ftt9kzrgnzaqgs, 2.703912, 10946.91647
juno1nffxrer06tgkzlhzdxtz7efrqf0ykufrhhkjxe, 1.000000, 10946.91647
juno15ut3tn7twxtwnnv4r7fqvmnxhy2ynp39hnfswr, 0.696296, 10946.91647
juno1vew0cncu2qtht6p3fk29xgemchcpn7267e4jse, 1.200000, 10946.91647
juno1nq9szrs9afzfrgdhqhnwwwpfzee2ardrz7usak, 1.041351, 10946.91647
juno1qsk66jfz02x9r6433xdj5ptkpfp07ytkr0j7gl, 1.013945, 10946.91647
juno1lpnkpa8a8pfyvuk9drztrum4c6ynn2ju2jnnlr, 1.000000, 10946.91647
juno17c482pjsxav6s6xdkwwwcv830n828lckhd3hhw, 1.041034, 10946.91647
juno1t95l7vvlhjj23wk5573ktvmkv0v7tr5zqqkh7z, 11.203182, 10946.91647
juno1340sm04hj3mjk39rp96gzzxprwjdpvx9km0uvn, 1.028574, 10946.91647
juno1z7trpse5s9d70y5hgnc2rhlhjwy3dkkup67f3r, 0.551495, 10946.91647
juno1fdnnea4weq24avffz9kknddvtyt6a8d89u47m4, 1.200000, 10946.91647
juno1avvasm9kjmlc0v84780w3j37q3uvewge8ehvcg, 2.011183, 10946.91647
juno14cn56z5lsm5yly5x8qew5r7k94dchy6ghuhhsx, 1.938070, 10946.91647
juno1w3tsuzw776pjeudcezq3yhzv69ymt8csc84jj7, 6.000000, 10946.91647
juno1mnfw60fm38ulyst04ycr7xnrm2au6xa23dnd5d, 1.000000, 10946.91647
juno1yt8jd7695ynmrpsfjuccl7vsvxhdj6yhwzarwv, 9.903833, 10946.91647
juno1euxjas8u76l5erg9htch7pjv3lyv939tj7ddm3, 11.918558, 10946.91647
juno1re7mlwnk7f5p5lpz2a92qfh5detwv68jy58grl, 1.339272, 10946.91647
juno1r8vp095r6gzcttmt4xf2fdulpwrgvyzfgg8w4d, 1.062070, 10946.91647
juno1r9yk3fqj8744shyk2sgaz48ypp6mt6clxzgcx8, 9.516933, 10946.91647
juno1pgwf50mvx6d9cwqv822dz42nsml5g9me53pa4e, 11.769181, 10946.91647
juno1xfy855c97jvyegjcs9a80dtdck9tsecthlx442, 8.250440, 10946.91647
juno13gvqalusnmapjgp3e6gnk9q832qv3g3uvq8s67, 3.086498, 10946.91647
juno1l22dc2vjgrgwl73ef6rl6zp3uwr007fte3y8v4, 3.551536, 10946.91647
juno1zltat33twv0596lqpztem34ruj7m29x9xjqp2a, 6.000000, 10946.91647
juno1e87cnhulnyfh0fncrmfyvmd3t8ndk6p9dcqznt, 1.000000, 10946.91647
juno1quv8djngtwjxtkv70m2ev9a8e5gjauaavvx79d, 1.000000, 10946.91647
juno1fdjnklnygv00wkxmcctlskuuj7xzrh2t29gkqp, 1.000000, 10946.91647
juno1zn3a84lujzyg8ecdjh5x4qs7p2mk78jpcde9rd, 1.742799, 10946.91647
juno1ddcf8prazvw22sm9gd98gau7jhwxhdqpeylzfk, 1.017249, 10946.91647
juno1zm85wh2u655053qsg2me23xvue8upesz20cj7q, 5.004014, 10946.91647
juno1jvm8gy4lgzcrsagxpyhvvxymz982y3j59guuuw, 2.070589, 10946.91647
juno1zzcudm3azydwtf3n55du8rc50tud76wx69y4sw, 0.998576, 10946.91647
juno1thu6fuhdywn5pmw0cm03plz3gwrrlpewlqj6hf, 1.200000, 10946.91647
juno1qw264x7dvqcfuxj7zcsj2j9gglpg4wj8pdz43f, 3.334148, 10946.91647
juno1gdccpen93a2p0q8hhmnqu3pg3n77e9q07gr7za, 11.000000, 10946.91647
juno19d32h3gh0j4h5l3uyhmrdw9kn84xa4ry8py9q0, 0.500000, 10946.91647
juno1s024nwnpcrqp4v277tj74fzr8cwwgmh55ghjx9, 1.200000, 10946.91647
