address, amount staked, GKEY
evmos1qr4sjtyzdpyh8qlj8zqt2vv6e6vmpgrw5nfe0c, 150, XXX
evmos1jcl95037dudkcy5d48lu0uhahz7q6l683uc26g, 139, XXX
evmos1arl30jnwwpyn8u4r7uv7tl8g66casc2nns8nh9, 73, XXX
evmos1qe9d759s3sfd36xffek4w3xnrnfgpdx44zk8aa, 71, XXX
evmos18qcedftnujrz5r4kq9r7m858ek49vv2j7mmhu4, 104, XXX
evmos1u6w5wnxsu3lfz8q09an4nspss0xvdqqkycwayv, 690, XXX
evmos164txvx4he0c6g0gsd8yrnsghe7ytwv5haeyhn4, 76, XXX
evmos1hqu4np0xhpju6zwxa4rtejxhwcygdpxx42yh3n, 70, XXX
evmos1dnwskxckcdamwtcaevljfarmpf746f2g02mg8e, 75, XXX
evmos1fakyccy58s2y3c2pa42k7fg9wz86ef0g46z5z3, 70, XXX
evmos1k8mqry4pcqf7ka757zr6jmtgyckzqx363lajue, 99, XXX
evmos17jnu9gfsd3a4q4wlege7f7yx57twm8wvwlm7l5, 161, XXX
evmos1m8n5psga0u34s0w3964wmyzmx8c4qez6f5dlhz, 70, XXX
evmos1tu97upq2ndagr248yef5d5zeackz6yhukmvckh, 140, XXX
evmos1jnclnr39nzqgsjzunzz7z5mrsa99yelnlnj39k, 75, XXX
evmos1nj7c6at2fr2caxqc7azs50cxkufexum90knl43, 190, XXX
evmos176j73f3axuh0xfg4lh8dphcds59atfvye0aq5w, 84, XXX
evmos1y0pqtvfr7jkcqqncmaxmpdcunmc89lmzezfyde, 144, XXX
evmos1erg8axs57frm2rmrled582y5hul8u8mt5zxc6f, 69, XXX
evmos1fazmcn2fw0afy0fggu26hqxdgp8z27lnf4jhm8, 108, XXX
evmos1gm748hr07s4g4vsv3jgm97vtx02t0zpcfksrc9, 82, XXX
evmos1swyefptj30xa2nggls7werc8plac2jmher68x4, 70, XXX
evmos1hfkn0qxwql382y0yrt7r2ap60wsel4ap5wfg2h, 84, XXX
evmos12y8hhjy5nedeqe6vxn23ndwn07tw0avmw7rxzv, 94, XXX
evmos1kjhyxyffnjruaslhznmtrfl44u7gfl0rsfckyt, 113, XXX
evmos1zvg2u8a7cg63vwqzshc78ay2394zpe7rydmga6, 69, XXX
evmos1rujck484kkksq2ps5t0wn8ekn5xtckz2rpm4l6, 70, XXX
evmos1eg52gdfvch6fxwtakqerpte2qx6fgw96zx6460, 70, XXX
evmos1l46z5ctj4g2tqu0hnrdf0dhped7m6evzfjhxde, 180, XXX
evmos1k4az8ecav3g35psydw84l86s6jyx8enl7rl24p, 74, XXX
evmos12sjg4ynh2nv5tutxvr4pxjlc7428rtvhnwvufm, 101, XXX
evmos14k7zs33fesfrk88x54j5w8yptfa3yuhqtzvt42, 401, XXX
evmos1l2gjdhlcztwwt3qdswc0nvuj0k82e0emg82853, 70, XXX
evmos1tmv4kg83t6yfjqw3nttmr8yqs7e75cnd0kghc4, 70, XXX
evmos1yax8tetp0mwl0rrsfeu9n9lwe3kulgg0ad39au, 73, XXX
evmos1yuqd928zwktpmrnc0l6zgmkwnm6rw4rh4qm3k7, 90, XXX
evmos16n4sa7xy0tsj746drkwt8r0h3u2m87jmkpycn3, 81, XXX
evmos1mp03f53qkga3qd04exns7qe9hcfhfq39nrl6yz, 69, XXX
evmos1ls67tjj57k0gdfjls4z5827xmfuzt86h4rw00t, 1155, XXX
evmos17tusyh96nawagpvvnm4r3zuu8nvr9sdguhxjhk, 100, XXX
evmos1rvjv93smgcqjavlyu8dn6gem8svzg5tm7sen3r, 69, XXX
evmos1v2u02j7u0cracj477e6yhzvc06k4j9neu8vd04, 202, XXX
evmos1eeff96u9rl8gzsd5tagzfma50gkdj8yh8p7mtu, 100, XXX
evmos1rqvnfv5gqc4dcufrn0cz0ftj2mgaf5kwch9s2t, 479, XXX
evmos1le8tqtyhp6ffzxfjvq2kqdsrghlngf93snkak5, 80, XXX
evmos1u42fnyfx532c2u4fse92evuq6rqk85my66qfl0, 70, XXX
evmos10n2c4pd5qdte84cdg9457z576g4mdasrswhfhj, 124, XXX
evmos1wh722vfx0cqr7lyl8hp5eq7uy7my24r508kwsm, 167, XXX
evmos1l2y9dt7datuzm7t0vhfp2flkgxhenjxscm93pp, 86, XXX
evmos1yy2f20q8qyt9u43e6sdq2hm6hhwen7v5ur42eq, 69, XXX
evmos1cpr5dcrensyznld53pmyv6yx7ay2ftyqtxgh8x, 70, XXX
evmos1pa2gqvd6sxk06hwshw2wate74ff6thy8nwnmse, 70, XXX
evmos18gprysaj225z03fgxjaj5m8wuwnv6kqj73ssgk, 71, XXX
evmos15jycskxp98ut4k9dqeka0f9txu8nh9qgy5zkpr, 84, XXX
evmos15mznw0nf525kawpnezcztpyl3pmfescrnuzqhx, 1410, XXX
evmos1llkjq9wdrw7vj3hz4qldq2669y7jskuq40vrx9, 210, XXX
evmos19xpw96esnwaxm28s0svgn6lg07z2vlqhxpmh4p, 270, XXX
