JUNO Address	JUNO GLTO Amount	OSMO Address	OSMO GLTO Amount	GLTO Total Amount
juno1m806kg5093nqhuxnfkjpu7v7g7pcr7ya2dq65m	19,351.66			19,351.66
juno1gtqlqh9ajc386k9deftddj5k5703hlfpyak82w	11,152.22	osmo1gtqlqh9ajc386k9deftddj5k5703hlfp65xvmq	8,106.00	19,258.22
juno10v3cxcsgz3gv8zu5dw563c83v6c73m3eqrn8n2	19,240.12			19,240.12
juno1fnraq07kp9uluzg8wuuv5323xfa93fggzmmz85	19,150.33			19,150.33
juno1rga4f287dgnv3lquwa54de4zk7knh3hwukl9gv	249.97	osmo1rga4f287dgnv3lquwa54de4zk7knh3hwzl0wez	18,804.00	19,053.97
juno1kx7thfrckzptqvqw63wu2tnqvvw8tn7vq667wp	18,913.00			18,913.00
juno1m8du4mehzfl0y8ps72a6fzazjgg70af0frl4le	18,912.33			18,912.33
juno1jfs97ks7agxxpej66zhtje7j77fjpudr946937	18,906.20			18,906.20
juno1jnpevf3zg3wc3vyqssxu96lz899g00skgnlg6x	18,783.31			18,783.31
juno1ewpa9tnnstxf68mqzhz7gga8yptwg57dgh6pzy	18,765.55			18,765.55
juno1c3ngujcu73frk2j69crx8jmt64rsmftjgeejq8	18,749.56			18,749.56
juno1fwmcetqmn2re4dfcq9gh3xzhsj0vc2mqdk8c45	0.00	osmo1fwmcetqmn2re4dfcq9gh3xzhsj0vc2mqnlhny6	18,721.00	18,721.00
juno1gep50gr4jpg7qju2epckc03up0t9mjmlu0cy6u	17,142.80	osmo1gep50gr4jpg7qju2epckc03up0t9mjmlzxg0tj	1,570.00	18,712.80
juno1ckc4z334rfpdcqdz5a85mdtaktt2dtkm0wsm07	18,652.00			18,652.00
juno1vvdqzqq23kvldcvwurkuthnwmgp6wredsuqtun	18,576.00			18,576.00
juno1s9emke67f8ttpn8jmhlp7j72pqld6my8usxyts	17,428.31	osmo1s9emke67f8ttpn8jmhlp7j72pqld6my8zek067	1,137.00	18,565.31
juno15t6d6dj89aap55a5uzsefqukd2hajspctths08	0.00	osmo15t6d6dj89aap55a5uzsefqukd2hajspc4z8m7f	18,545.00	18,545.00
juno1fdlt8lgz2qph9n4uyuah0fw2f76lsh03wf8vtn	18,540.00			18,540.00
juno1da85gjhaupl8ae7ee66sw9zh585uu9j3flavda	1,150.33	osmo1da85gjhaupl8ae7ee66sw9zh585uu9j3hkd8un	17,383.00	18,533.33
juno1s55epqkzdfq93c24y4d4m2amdjcydkdesp8prm	0.00	osmo1s55epqkzdfq93c24y4d4m2amdjcydkdewgh2j4	18,489.00	18,489.00
juno1vv2nm8tvpyx88r07hx5x4zyctpkztp6yx9uwzu	18,482.00			18,482.00
juno102pd73erx3s46lelzs35qwy4ezj73ayadk9x3y	18,480.00			18,480.00
juno19lv4f4rrm5q5s7pt2f50lcq7gr2pd4gj59wwkz	18,480.00			18,480.00
juno1mkjcsmard8jf6wmnf5q54yavqqt4hv6laplud6	17,323.64	osmo1mkjcsmard8jf6wmnf5q54yavqqt4hv6lrg0hu5	1,097.00	18,420.64
juno1vea9t9nv2mdpxcy9c73chm2q6ekgx8xmae2m4g	18,347.77			18,347.77
juno1up7p4uhgzfzrk6fnqjes0wty9rv7q0yxzuw4zm	17,216.06	osmo1up7p4uhgzfzrk6fnqjes0wty9rv7q0yxu477n4	1,080.00	18,296.06
juno1qsah4thecca6mdak8mf7pkf8upf6hx49x6tyaz	10,052.36	osmo1qsah4thecca6mdak8mf7pkf8upf6hx49cnm0vv	8,197.00	18,249.36
juno1e78zc77jlwtzulvupvun55vhvm0ruzdgg900wn	18,246.38			18,246.38
juno1v7w4fs3eq63vfn5xqqh04pzuesj44u9exhqujg	7,848.56	osmo1v7w4fs3eq63vfn5xqqh04pzuesj44u9ec7shrx	10,329.00	18,177.56
juno1ccfvra0ksy09d6wx559fnrd2msppgdce84um02	3,182.48	osmo1ccfvra0ksy09d6wx559fnrd2msppgdceeuvs7y	14,979.00	18,161.48
juno1x3juf0jqnt4542gtt9wyk4862u8qtupd27lhc3	0.00	osmo1x3juf0jqnt4542gtt9wyk4862u8qtupd5h0ufl	18,160.00	18,160.00
juno1alksfa6zvlhrdkzyy55qhkamj33ytcdupummjs	3.21	osmo1alksfa6zvlhrdkzyy55qhkamj33ytcdul4tsr7	18,132.00	18,135.21
juno1sjk87unqcql73x2tzw3aetjzkp35ushcrnhsfe	18,027.34			18,027.34
juno1zlly4fmwfdznlhuw5swqdk32ujt8c6cw90t8wj	11,331.00	osmo1zlly4fmwfdznlhuw5swqdk32ujt8c6cwmxmvlu	6,646.00	17,977.00
juno10h8pkn4hm7s0e7t07yvs6uayrl88s0r7r2zd82	17,961.06			17,961.06
juno1zs2nylv6w5a9tmyhwhfjjnyrvtswmlkftz80r0	17,957.33			17,957.33
juno1m87v8nlrxlnezy7cdh5u7ecjjvk8l3cw73u2dp	17,900.00			17,900.00
juno1qgz2q9tlw3m6e4hkx0h86lxu0qym0mgnknhlf5	17,900.00			17,900.00
juno1ec5yt8s9kxk8zun6v0vzl9nrx0w3znehgseqrx	17,331.00	osmo1ec5yt8s9kxk8zun6v0vzl9nrx0w3znehkeftjg	534.00	17,865.00
juno1rqwxunk8ujl3ngsxdwt05q4fplx6gprkgrdt2z	17,859.72			17,859.72
juno1lh8lw6zp2hjcmx0s9pkl38j36mqk6tfffw8mw8	17,834.56			17,834.56
juno1lljnea0lqkjkpax0n3hksslfhjvlqrrrj2llhj	17,795.26			17,795.26
juno1hgv7e8pjk8jqtfwsypq34y3puqxtald2hd04dr	17,745.52			17,745.52
juno1g6hp8n8mefwmg8x3fhg4zc33d68rgfp8rzphs6	8,041.51	osmo1g6hp8n8mefwmg8x3fhg4zc33d68rgfp8at3up5	9,704.00	17,745.51
juno1d24ddxn9lqxvhk04xjlufa8hnzcmk6n8qad3qc	17,331.00	osmo1d24ddxn9lqxvhk04xjlufa8hnzcmk6n875a63k	400.00	17,731.00
juno1l9sdckges543mvujcwwqaszfusn43ul4rvakhx	17,704.00			17,704.00
juno1qm8ttsqm99uucnjqg7h2qzlrl6rxcay785zsmw	17,628.00			17,628.00
juno1lwtp0c732f9cv5rzyv9jyrg3a4vt2mjz288y0z	0.00	osmo1lwtp0c732f9cv5rzyv9jyrg3a4vt2mjz5wh07v	17,608.00	17,608.00
juno1679yrs8dmska7wcsawgy2m25kwucm3z0z05kvl	17,594.31			17,594.31
juno1kfflnrwq0p882clrcfr0s4f7ra4mw5aeq0l7ch	0.00	osmo1kfflnrwq0p882clrcfr0s4f7ra4mw5ae7x04fe	17,563.00	17,563.00
juno1wtcp7m7589vdmsse30rsrlt357dwy0qy2k2rsy	4,838.97	osmo1wtcp7m7589vdmsse30rsrlt357dwy0qy5l6gp2	12,712.00	17,550.97
juno1xxv9ksfyy3hnep6pltaxjrgluexaax0y6kkvnm	17,542.56			17,542.56
juno14rcn5s80v2fthgzw0pkvkwgke4ss8ew8c8l923	5,384.00	osmo14rcn5s80v2fthgzw0pkvkwgke4ss8ew8xw0wml	12,148.00	17,532.00
juno104fq56d9attl4m709h7mgx9lwqklnh05j72gd6	17,331.00	osmo104fq56d9attl4m709h7mgx9lwqklnh05vh6ru5	183.00	17,514.00
juno1tmp99hgqux43a3hnr29k3kaks4stjd58qyy30n	17,331.00	osmo1tmp99hgqux43a3hnr29k3kaks4stjd587d567a	163.00	17,494.00
juno1gzkyp0vxsplu8e3dv7fpgmdzrc67ya535nzm3k	3,209.00	osmo1gzkyp0vxsplu8e3dv7fpgmdzrc67ya5326jsqc	14,246.00	17,455.00
juno1p0xc8vz6m72velt8xera2quz3xs9ee6c07v5w0	17,331.00	osmo1p0xc8vz6m72velt8xera2quz3xs9ee6c3hullp	1.00	17,332.00
juno10pj7eg95trl8rup0c95qshnda7qvetrtkqweue	1.00	osmo10pj7eg95trl8rup0c95qshnda7qvetrtgf7jdh	17,330.00	17,331.00
juno12mdekmt8f9vnrh4ldhmhspsrvlyus68qrwnugt	16,331.00	osmo12mdekmt8f9vnrh4ldhmhspsrvlyus68qa8rhe9	1,000.00	17,331.00
juno16yk2ljku83sys4wqqu5ayt5pjk23d7ansf3lak	0.00	osmo16yk2ljku83sys4wqqu5ayt5pjk23d7anwqp5vc	17,331.00	17,331.00
juno18lgqz5q4kzf6q4aq6emaet0vlz4jzt9jhpzhnz	1.00	osmo18lgqz5q4kzf6q4aq6emaet0vlz4jzt9jfgjuzv	17,330.00	17,331.00
juno1fnanhpzzuad5mfmfe22yk4492zt4yh3s8fc0ew	31.00	osmo1fnanhpzzuad5mfmfe22yk4492zt4yh3seqgygq	17,300.00	17,331.00
juno1gkats6cusuernkf34gkwudvsf2havv0dt6a8wx	0.00	osmo1gkats6cusuernkf34gkwudvsf2havv0d4ndvlg	17,331.00	17,331.00
juno1jc9d4zjz00h99aqndjuvy8a9lhdhl762jt0gwd	0.00	osmo1jc9d4zjz00h99aqndjuvy8a9lhdhl762vzlrlr	17,331.00	17,331.00
juno1mgd0t0sh3fm0vdfm3kl9u3hl792rxmunuxd8g9	0.00	osmo1mgd0t0sh3fm0vdfm3kl9u3hl792rxmunz0avet	17,331.00	17,331.00
juno1nmnezzt5psjj25hdd463m8pajpxcej2qkrwe3r	0.00	osmo1nmnezzt5psjj25hdd463m8pajpxcej2qg27jqd	17,331.00	17,331.00
juno1qj9qs3mppdjf67jhndp4trnr9wwqvyum2a2jrd	0.00	osmo1qj9qs3mppdjf67jhndp4trnr9wwqvyum556ejr	17,331.00	17,331.00
juno1y3cv85veatdv6wupp6u25jqtk4nq6n06kgranc	16,331.00	osmo1y3cv85veatdv6wupp6u25jqtk4nq6n06gpnkzk	1,000.00	17,331.00
juno100fjd4fgvavlevh44wqtfl8e46ryyzmhy0gkqj	17,331.00			17,331.00
juno103dn0zugfjjygrnleszjjeuz8rztxfx9s3qkst	17,331.00			17,331.00
juno1049ye8lese3s2a6rr2quh3des6pynmqpnhp48p	17,331.00			17,331.00
juno107tn5s5nsznzvczjf76qhsq2fwwe6j9zvkn5r0	17,331.00			17,331.00
juno10ahemef4lk9mpedn5jr78vzvstcq0vk82wmrmg	17,331.00			17,331.00
juno10g537wr2k2ewpufchfl96us2cp00al9wa5y23k	17,331.00			17,331.00
juno10gwwfj39ewa853032k5cwmvwkw22wmetrclzg5	17,331.00			17,331.00
juno10hc0ylp6t0fmwpyga2zc6zj5qcf3ed0nz0uhan	17,331.00			17,331.00
juno10l56rqzm7f8d0a56d3ml8vutxyep7mymnakrzr	17,331.00			17,331.00
juno10qmjf6kxhzugwrzmsua0wr80lhqxjvadsrzu40	17,331.00			17,331.00
juno10rdut36lnhsrudd3t4zqqgpvrmxam4lel2qmnx	17,331.00			17,331.00
juno10vkkjh7fhhmzgc44cfmj6pwzk5z6ummwf95g2v	17,331.00			17,331.00
juno10vxufrnag7ex7euzjrr4c82qf7pjg8mc5a775n	17,331.00			17,331.00
juno10x3gft6g0fg6kaae8afcg7ec9n2agwccgrdz2x	17,331.00			17,331.00
juno10z6mwcv78kmnj4lm74ce3zydrqwuh5qhfk55t7	17,331.00			17,331.00
juno1204g59lju5lysugsc9d5d686jnnrhavdwepxtw	17,331.00			17,331.00
juno120n7mredre8rfzahvstcdk74xl2ppq2f3j9v0u	17,331.00			17,331.00
juno12edhvp0tva2dkzeqfqhp3n83jxr2qhw6z5w3ry	17,331.00			17,331.00
juno12h0y9eh9j5m2cvhr74zhv5fnm7und850xgv8gl	17,331.00			17,331.00
juno12hqktee23l7p69msdtg2u094d745tz477urnyn	17,331.00			17,331.00
juno12jpf5yducxnd0dms3sxlgcsjejhj6gghjz59m8	17,331.00			17,331.00
juno12kgf84p8h3gzxwa4dhxsp9q48waymzkra6rgrg	17,331.00			17,331.00
juno12l2pk0vsezx7vrllp5wvjdcl0qfgnjamjsmfk5	17,331.00			17,331.00
juno12mt8xhkhjjr0a2prmcdwyca6z58wu5dceldk2u	17,331.00			17,331.00
juno12pmqqfchfhhlmvttltae4y6manugz5467hp4rt	17,331.00			17,331.00
juno12tvsrn3c4m4fs8sux27nnmvcnkjflgw9syn524	17,331.00			17,331.00
juno12usue8q9w5mmvuteh0k40h0zzutlm9k0xc2k2y	17,331.00			17,331.00
juno130lcj6xtxm3tej7z3dnr5pv5uaauxqgj5se4f5	17,331.00			17,331.00
juno130p62l99h7672uhe7n9jhc5msfc2vdd8pe69z5	17,331.00			17,331.00
juno1323790xwgfyg0qs694s9c5rfzq376vvh0jscfd	17,331.00			17,331.00
juno135fht496a7efwxedldzeukjrguwg42uqlekuhs	17,331.00			17,331.00
juno137uqhz0u6h0zpn3w5rmhtr98d4m80hf9vfa6mu	17,331.00			17,331.00
juno138shr4vjlalwy7260q2ta30lrfyzlmk8dz84fg	17,331.00			17,331.00
juno13acu2gmykq658hht7x7hafhrcjlpkcrydefldw	17,331.00			17,331.00
juno13dl0ufwwzepvc5pzt97ep3v2kkvu6g87mlaek0	17,331.00			17,331.00
juno13gjhk3pmmusvdrsgqwdc74fcafdmvex0fuw0qw	17,331.00			17,331.00
juno13m9gpdjfnfuff9khc39jatcjhkjkfryn0u7p0q	17,331.00			17,331.00
juno13mmjxwrgsx88hhyg74898m94af6ksv3hzh3p40	17,331.00			17,331.00
juno13uus00dk300jg7n02rdh9dxzfkgfyj906ns5je	17,331.00			17,331.00
juno13v7fgmgwaz9axywtzu7u5fufe7zu6s656zr4nz	17,331.00			17,331.00
juno13w2ud5ufa099c2v87523sfhlq2ynrkya2cc0sf	17,331.00			17,331.00
juno13wanwq55svzk9pqj45q75l3ft2gprzce22cayt	17,331.00			17,331.00
juno13x77yexvf6qexfjg9czp6jhpv7vpjdww9zqh7w	17,331.00			17,331.00
juno13ycr3zt6j5pna4dj0nht794ch2jcte2p6pv4jy	17,331.00			17,331.00
juno13ze97zcysvwxmpu0zpeq7fr5wx44advd38qhd5	17,331.00			17,331.00
juno13zs0yntzdswanglzutk89zad74dwc4v8p8gp7n	17,331.00			17,331.00
juno140m5u8nw3wv6m4tz8u53u08yzm7jmf87neeaaz	17,331.00			17,331.00
juno144yjwr38rl5zn4hntwad0su3rk9scpz0kath3d	17,331.00			17,331.00
juno145p0kql0xxqah7xg7qkhad7vzkudxdud4het5z	17,331.00			17,331.00
juno147cq9ae52gmzn9x7vzly7a69hr2hwx067t97d4	17,331.00			17,331.00
juno147l9kpdsc2qmsyfjn0pkkx304qam5f48ml4tfw	17,331.00			17,331.00
juno149pf4zqjcr6dya5xrul2lztx6gdtts4nh5eul2	17,331.00			17,331.00
juno14cajwg99cyyp6jj7rwvapr3upjedk67qfuw27r	17,331.00			17,331.00
juno14edy0mskwzyen3g6p3w8tanzjm8e06kxmnmdjf	17,331.00			17,331.00
juno14fqtpynvp6vcn4hwu5k6fw3rtxzp5yd5zuf70l	17,331.00			17,331.00
juno14q809c4fhnvqktpeef4nz8lk7hgsqxwj54yd7c	17,331.00			17,331.00
juno14wq2akvrc66euwh2mp3kc2q25dl3p47t3fj29l	17,331.00			17,331.00
juno14xgdfdnpjtulj6p7rkc75ekxqjq8hc5cg5evx3	17,331.00			17,331.00
juno14z9793ldz7qz73e225su5fq7j84vw3rgdzjgzr	17,331.00			17,331.00
juno154vkh66rry96ntz6506mknys3hypcu4gu8gcdz	17,331.00			17,331.00
juno1565dt8wfm92gacdmhj5rj3ecceteq0pvx4cqea	17,331.00			17,331.00
juno157e54tt6gs32yrwhcnty9h7kuvlwvnzdtauca3	17,331.00			17,331.00
juno15hera5ww89gr79ek3char9a3zhn6t8hlzw56pz	17,331.00			17,331.00
juno15jvnu638fhnz32n2feu0n40hl4fwfvjls0a3lk	17,331.00			17,331.00
juno15mhtyx9768rkjz0aqtxmwd5nvxnrcrsp7mrsfd	17,331.00			17,331.00
juno15px8fcsfjfnfud7tynfe4cmdz7av4m68fhlgj4	17,331.00			17,331.00
juno15q5r3vpjsxfj85w6hg3rndk8szcp7xqfsg4d4h	17,331.00			17,331.00
juno15qffydlvpj69yueg943u4t3jvwp7229nwzrk59	17,331.00			17,331.00
juno15qypa0nx5yn2jdvms26fcejra6axjdeacasser	17,331.00			17,331.00
juno15rqrqjee3e5mm7r60reyjguemcrlue3tndz72r	17,331.00			17,331.00
juno15yfteczvqvhcs574dwgxl4pfjuh884zq2ncery	17,331.00			17,331.00
juno163r2fakg3xdvjy3vrq3a84f6fxxduetrczxejd	17,331.00			17,331.00
juno164nhg00xquv6ym5nhd6vde2wkg8vqp89v3d9q9	17,331.00			17,331.00
juno16dgmlh68xdmaf07wlkv85jnfc9zc0xmpm3d63a	17,331.00			17,331.00
juno16fhjcmc6frant3tj9q6lwyvdyxvvvj5hlr6zf7	17,331.00			17,331.00
juno16g2u2cyvmev4dggt9n9hlek0fmaw6cdmdwa8az	17,331.00			17,331.00
juno16gdxm24ht2mxtpz9cma6tr6a6d47x63hfjk6ph	17,331.00			17,331.00
juno16l5mcp4ar7cl646r6nmy8q7f5ujzxxdeq7p2gq	17,331.00			17,331.00
juno16l78jd88t6phup7324wlcl0kgvvc9c8ccjxh5a	17,331.00			17,331.00
juno16qzf44cpkgy86xfs4h3fxhaec693k7lgxxxyep	17,331.00			17,331.00
juno16sknqh6mfamcymz5pjc4pe9xg0zrl8prz0vkzk	17,331.00			17,331.00
juno16u87jk42emnfaesgxzf48yhwagxwu850x7y32k	17,331.00			17,331.00
juno16u8kr2lg33entn8fy0ln8e96vsjva7fkpa9h5m	17,331.00			17,331.00
juno16xrl45vydrv64jwfj3f04p9drtdc2vatsaqhtn	17,331.00			17,331.00
juno172hckv04rv24mug2sjs5x0uwy4u5qm079scrtf	17,331.00			17,331.00
juno173f044dwpj04xtcdkkpndmdny35lj4afmst4hm	17,331.00			17,331.00
juno173qqej4q8nfehpdysstm6zmymw985sqk70zpez	17,331.00			17,331.00
juno17c0u77yaqjtgkz2gn26gf3n6p3mdmyneqw2smh	17,331.00			17,331.00
juno17d30h3rsr7prsanp45um2scljryp5xuekh8w6q	17,331.00			17,331.00
juno17df2se82negf8jhf40v0mdey3e0a8t9fanu0pn	17,331.00			17,331.00
juno17eckvmlaj256k5vmxsprxvewverakdk3c6thh0	17,331.00			17,331.00
juno17mkh7qg6pn0u2qw3jr5s5m8affmrkplqsljr3t	17,331.00			17,331.00
juno17p7635yjk4uma5g84gm5g722hktqx9wgpf49hu	17,331.00			17,331.00
juno17p9g0h997ca5xae3t06wnhr3xnlrr8568v4tr9	17,331.00			17,331.00
juno17xny7d553qc4ffyjuczcqgra5xfys8gyykrzqj	17,331.00			17,331.00
juno180c39urf2eekhssxxq2pn44smx7zw2r2wextmk	17,331.00			17,331.00
juno185svu5mzamk24uvt5u8nvpl840cnl53yq7fx9h	17,331.00			17,331.00
juno185yd6en9k2zh06gtgwpdmcr8ddqk8tg4c20y9v	17,331.00			17,331.00
juno187z4l3dhfrhspt2mt4zwakq2hx5e3n2sd6nlj9	17,331.00			17,331.00
juno1880z6724rrl8dnlmt82v59uw7ek0dvayhc3e4g	17,331.00			17,331.00
juno1882k0v9pqcalxhq66e2pdct9kqkd42fhzf9n4y	17,331.00			17,331.00
juno18842zyhyd05fwacvdvpupqc5tp9ep3gddjy994	17,331.00			17,331.00
juno188gynszvnt6fqr8h0ppudsltcff5yf7vszp249	17,331.00			17,331.00
juno189g9war7xmrl68g4rxjgafjl0e99jnh9nyhkqj	17,331.00			17,331.00
juno18as0t5t0nav8nz47rppddfm35u4ee2ddee6qwn	17,331.00			17,331.00
juno18fg6lnzr2pa8fdgx59we6mjx8j9xazam997vul	17,331.00			17,331.00
juno18lnd2qfx3recvrmk865twk32jnllgacrwqljd6	17,331.00			17,331.00
juno18lnxwzu4dtxlam4sxm44jmhpyalleeysnsrm5h	17,331.00			17,331.00
juno18lxfswz35rp6ky09q4n8frcqthsz7x0d3qmceq	17,331.00			17,331.00
juno18r457ws54pkrvurcakxufawxp3eedhffttgv49	17,331.00			17,331.00
juno18rdzwdpr0nsnds0ydqtcr4nuxl7kpk0tacrkel	17,331.00			17,331.00
juno18snggy0cxl55f828eaw2z4nndcwrkexk7l44xs	17,331.00			17,331.00
juno18u9qxcff3sylzfpeqwe9p5zxcu8wffszynpfnf	17,331.00			17,331.00
juno18uekcazhharfnl27e67jw82xzt0thqm059edfe	17,331.00			17,331.00
juno18wycp23y69ky0rla4p75muzhejn0cd76nf8w9t	17,331.00			17,331.00
juno18wzgwr458dhpqca2q8pccaz3p5eagevv8f8k4p	17,331.00			17,331.00
juno18xhs7tmx833m36y7gvq9y4pqtymuu9xa7m9jkf	17,331.00			17,331.00
juno18yen04tv2ja9lpruvvew77e42rern9uq6t6xxw	17,331.00			17,331.00
juno18ywr8zc95akmaa7a5ylv5vr9wldzv6z88f5m49	17,331.00			17,331.00
juno18zqr3a0kwy9uukuwqzkqezwwnffzh2xe0vfkg6	17,331.00			17,331.00
juno190f36xptgrpdzdezf285c306jnvgtzvr2z4py0	17,331.00			17,331.00
juno190t90m7zplw5rrq8v4g9fs0tfpr7mqk80wxp26	17,331.00			17,331.00
juno193jzygzen74jt6rkkr485ud7numpunsdzvew2u	17,331.00			17,331.00
juno19e7r4fvfhpgzct0sscfvatg0klv5whpsfjl8nm	17,331.00			17,331.00
juno19gk75r4pd0e6hzz60nqgg3nps5xh980n6uf0v7	17,331.00			17,331.00
juno19mf50s7zfv543fer6z8dzhuecj7nfdxfvawqtk	17,331.00			17,331.00
juno19nvkp97wnmtphc9jcfdqw8plfdh4ktxrell43c	17,331.00			17,331.00
juno19r23zvazfeh5ln7gq8d69vffg98hqa2cg5ce25	17,331.00			17,331.00
juno19rn52vj06h7mykzj9nue30ye3hcqe24p7n2vzj	17,331.00			17,331.00
juno19swq3un9wsjw3rnghasa9kssp6s3xpr9glnnlu	17,331.00			17,331.00
juno19vs5dntymm6a4xqf5r0gl07hfhastfvve8lene	17,331.00			17,331.00
juno19xkqaw6lwk5uuq8wte829wa7mmnrhdaew5q2ra	17,331.00			17,331.00
juno19yg70ssswww6wwlyt2z95wq4r7jj65j8tyve08	17,331.00			17,331.00
juno19yssr677uxtauv8hpfg4t4ystqx4dj9xjwc89j	17,331.00			17,331.00
juno1aah82wg8zg9cwscgwtapwpakchl5zc09wlt43f	17,331.00			17,331.00
juno1afgkpa33glu2nu4hrzzzuaeyguzx6rcw8a5heh	17,331.00			17,331.00
juno1agc0u2sazr0wl7y97kyy3mttupap28apc92wlx	17,331.00			17,331.00
juno1akr79fjtmuf8wxjp4gg5q6p8kpc0ml2a9825mz	17,331.00			17,331.00
juno1am6r5juytwv37803aqe3pgs29g0lzwkex2qrwf	17,331.00			17,331.00
juno1amqufnrxh2pnkg20rrsp3yt3vhs4rcxkdgesc6	17,331.00			17,331.00
juno1anazhmj5yad3mw8ee8ys89u6plkvqugek5vrev	17,331.00			17,331.00
juno1ap0yxgaj9zwesla4jemqwkhxs0k5lyns3xu46d	17,331.00			17,331.00
juno1asag069kwdkj54sldqdtxgryhsaudmqfxlvy9t	17,331.00			17,331.00
juno1avclnv4gtxmlqge99q06fwlrpafypq0kyfenm7	17,331.00			17,331.00
juno1avlned84atglmk9xuthjx7x603elrhx4p9x64k	17,331.00			17,331.00
juno1awe6ky4pdvgu8rv9nmecd0rtcjtkpjrx2wwp3w	17,331.00			17,331.00
juno1ayyf27k2758u4wn0mhy929662lmcsxhmsfad5a	17,331.00			17,331.00
juno1c3cen2nhsyh7u9p75hptkac6rnvjuxcfealyws	17,331.00			17,331.00
juno1c66qnkapap6stxn4sv64pdmymnqhta90gu5ytx	17,331.00			17,331.00
juno1c8dwq2lws0skkca7kaq4u0vxsvzlhcuvf778p6	17,331.00			17,331.00
juno1c8ppqgs26gy2x4qczjahxqket6yds2gwgmmrzu	17,331.00			17,331.00
juno1cey8tl97uclnk662036fmqgcpy8tx4cax3g9x6	17,331.00			17,331.00
juno1cf72ak6autu0wxc23zfl45q04dpvp98hv2plz8	17,331.00			17,331.00
juno1cf89v2eu9mdnekd6unusxyntyqh208qsens7tc	17,331.00			17,331.00
juno1ch0a7xpwlypzvp593g849u73xutpmawka92prf	17,331.00			17,331.00
juno1cjsrnq6sz9es5074kpmfdcq8gpvdjttgulxkec	17,331.00			17,331.00
juno1cl3xv3femgfgxs79lvpu95s34w0ujud66zkq27	17,331.00			17,331.00
juno1cr7tlxe89ka70jyynqg4pvgv37sygtnsx6uwuh	17,331.00			17,331.00
juno1craaul8czwtwndm76fdfxh7ulja2u4nrvw8srf	17,331.00			17,331.00
juno1csu7qp245m9r6k8xq7pat2ucpsyn52gnd0tysg	17,331.00			17,331.00
juno1cujhq72xqa5t5pvz3zjn0rfqmdl2sl0hnxccfd	17,331.00			17,331.00
juno1cup2n08egpt4zv0lfrcteru2wnj8u6ugjvesas	17,331.00			17,331.00
juno1czhkuyvffhy5ff2ltc6cpg3vna2r69gq4sdnjf	17,331.00			17,331.00
juno1d0zydkzyw5jw0dwusp603uxpu75u4sht5emxxe	17,331.00			17,331.00
juno1d25uxlhdynu6hdkl4xelwxn7jz08u5faz9uzmh	17,331.00			17,331.00
juno1d33jv7jqwkl9x3caa00w8e6htgc8tz53ljuuej	17,331.00			17,331.00
juno1d6g5p567rw46ujsf6ul4zxg0gnllmwz0shjpc5	17,331.00			17,331.00
juno1d6ymn9ulxju3t62qz6c0fcvhvy9uywpc2myzra	17,331.00			17,331.00
juno1d8ggmjjl7wxch37jm4epl9w8vekfgaksncfrvq	17,331.00			17,331.00
juno1d8mq46wt2yxsgwrmh6hhfgycl0537w8gafya8j	17,331.00			17,331.00
juno1da68qsg9l5vuaclcks7af86kvmvvp0gs5eruef	17,331.00			17,331.00
juno1dd7xux7juydly0fxkcr53m54sc00s6nrfvwlef	17,331.00			17,331.00
juno1dp5evmfuf4fwx295w049s99nyfz29fvtzz8fff	17,331.00			17,331.00
juno1dryykk7eyxncr7elnl36dvx7agulxn6wdefdv9	17,331.00			17,331.00
juno1dwdt29sgpu3nlyktlxk3qhlz8wqee67m3dp9y2	17,331.00			17,331.00
juno1e94zqyx3wag0x834fj3gv4qmek04s5y4e8mhgm	17,331.00			17,331.00
juno1e9hr3fnf749sv40yge30dcz2jxrrwh9ldl693s	17,331.00			17,331.00
juno1e9jlmhjnhv0z5wj64gz0dwn6q523xyxesp672u	17,331.00			17,331.00
juno1eh6ukje0t7n00cf3q0gfhvxnrgxc98wuk5q7dm	17,331.00			17,331.00
juno1ek6mxuayf030zaew7a3hcvffke7ey5rhvpw62u	17,331.00			17,331.00
juno1elcpqhr4t53fkg4ae6r7g8c84f54rgd54tzdrt	17,331.00			17,331.00
juno1en468mjmz0zaexnq2shccatdg4kwwjfl2tqeuj	17,331.00			17,331.00
juno1etn3zk8x8nhekeynkzneejg6wcjadwu5uacxv5	17,331.00			17,331.00
juno1ew9j4plvr88ca74w46kw66j66etsd4mcfz6uv8	17,331.00			17,331.00
juno1excz9t598xyh57a5xlc2rh5apjfspwcvcqedem	17,331.00			17,331.00
juno1exv9vd7mf2wme3stntvdnklx9kgph2kt272m2s	17,331.00			17,331.00
juno1f2yuhrhjtwdgynu4r6krwj6qja43zd0fneajwd	17,331.00			17,331.00
juno1ff0dw8kawsnxkrgj7p65kvw7jxxakyf8qjslrf	17,331.00			17,331.00
juno1fgnfg2gnxhkmcc8tgpph6jm6xvn236je44st9q	17,331.00			17,331.00
juno1fhwcyxx2lgefnslf0prm53k93qxsef6ujd6dh7	17,331.00			17,331.00
juno1flmtpqwykutmza75js5htq8srhak4x7ursvts0	17,331.00			17,331.00
juno1flswm9qxz09cljf2axw9a0zh7kkj544v5wmjca	17,331.00			17,331.00
juno1fm3utlrj0yjftdt808uz4j4sjt09k0yx5elcvn	17,331.00			17,331.00
juno1fp2ph05q34ed4q5tppurenh3as6r6dfkxe5s9k	17,331.00			17,331.00
