address, amount staked, GKEY
tori17w3t7qjhf2guk5d369hfg94pwe5axt94map0td, 731, XXX
tori1pqawqj4pr5tw38w4d45t47ce2vj09u5qjee7hh, 7997, XXX
tori1rcz942mtk2mc677wv8s993zvcg5s3cusscvr6v, 250, XXX
tori1t9dgymsxux9266fcmswlj288lh4u4hcq9f2e9l, 250, XXX
tori1agv5xsuu73aj5k4ayz9mftnv3kdy07kffmw45c, 250, XXX
tori1pfhmse3detzwv8qyey6gc9m3rqzpnsvp9dz0sf, 863, XXX
tori1f5tgef6rrpz808d5rq2jhr0ac3tg8lva4k5d4k, 708, XXX
tori1kvns0j37nnfhrtc88ws3dpapd408vfgqf69rm0, 500, XXX
tori1p3ulywc9ckcdyjyp03ex4gptasxg003d5trzg3, 251, XXX
tori1qw3dqw58tdpu96nevfwm49n9hd6j8n72hn4hfe, 300, XXX
tori1mppp30je8y73p5kcc2ej68jywxtjl3g6xfxuuj, 1355, XXX
tori1fclzsdq8s3gny4ufxc7sqdtpu7eqf4wxygk53l, 250, XXX
tori1j4dvmypy70uv5gzef2tvj244qlp7p690ul8saq, 340, XXX
tori1zzjyqu8wpmf3dq95kedrg8s9wexq88ugtmglgg, 308, XXX
tori1pals5m5gewvr23wpu0h52kk86qrf4kgtz42sau, 253, XXX
tori19m9r2en8cdl82p94pcgexgeh72shfslcex05mf, 300, XXX
tori1jnersgg05x52a4fsm4caas5n02vcqsxq9ywxpz, 862, XXX
tori1vv06crzl53yv5kp2w56hcmt30cmflnt7m04ny7, 3412, XXX
tori13m7eqx55zldnu72vyal828vzrypz2chvvvjr9u, 263, XXX
tori1fm60sc0xd64rsq8l89pf6hvtwwuywhy0v3aw9q, 545, XXX
tori17nun6cg7a5xtu9fz2p8scxr7u9jmrf5vwq5hvu, 787, XXX
tori1wh0evrrxrdlph6nl98v9z43555fufy2qvk7e2y, 418, XXX
tori1v2xh06d7jywnnrhu0shyfejn7uff7l4nfs0e27, 2223, XXX
tori1nnn0wzerhlq4kyvsya0zqcvx47ylqmdmczwc8a, 250, XXX
tori1k5w5fpu3qt4va27vsarddnruumqqprs85uqhlj, 949, XXX
tori1m8sxn5fnn74ftw2npw5d2fu4gxlha64tpn8ghy, 470, XXX
tori1hheryepdqyamzy4vsh7alcjlwq5k0kfmx5s84d, 390, XXX
tori13gccl8hlxpkwsp2gc57q3kr9jhr8hz6d7529hf, 299, XXX
tori1xex79hvgsdqmlqzzekqq3glwy9yn86j6wjeh34, 600, XXX
tori1qpp5t6hm49mpzx39vqg2lfaja7xld4l3s2hvwu, 433, XXX
tori122mtmddm6tr9q4jtswm8j57ujyl3n7l673wmyc, 729, XXX
tori1u926jqsax56rcykmcv8z06c40kzdvjkg8uhmz5, 728, XXX
tori1njsthsamgkzdqqg4awj7y6rxtuk3q26tqyrzqg, 309, XXX
tori1k9v6rswtaaju5l6qxhe75h0lgwwsj2mwrlasl9, 364, XXX
tori15pwqxvf22r750lt3pgfda24trheakx72d7l332, 6473, XXX
tori10ka033a6vx803h7hd4mfe3l8ky0txwcqwnhmqs, 300, XXX
tori19eu22zmzy5nz7cry2m20cqcky9sfm3nd2f6t5m, 600, XXX
tori1ssc3k60xjytmzanfqa5l96tq4ffpgxzullk7gu, 250, XXX
tori12x22gr7mlumxqq0au5zvpa2j27jjxvpwrwazjd, 729, XXX
tori1m0up8xq6jkeac8zw3mpcwsrzcyhsqq0ng7ffs6, 261, XXX
tori1n8j9xve22sh5arf2kfdtdde46udztada45884g, 687, XXX
tori12m9zznkq9w9ylcxw8c3a7k580fr2je3dnddf7w, 264, XXX
tori1det47ffajz6tw9rc8p606dr6fn202nvmqqejkv, 409, XXX
tori1uy6hvfma9nrwshsz4llr3wa3d70ydqjgn0v90y, 723, XXX
tori1vfpv9ed33rkc82al99mcw5seuk4v5ua4m84z5r, 729, XXX
tori1acgruwmr9kscx7jrlzqut5y0zn48759ldyumx0, 21258, XXX
tori1wpn7vaquydf77wcrsrlmuu9m9lsd8a80k9jj89, 997, XXX
tori1vewrtkcatncl5qgt9djtcn0j28ukqjln3nwmlz, 250, XXX
tori1tx5a55kw4z5a89zlc4056vu7z2emjmj8l99q0n, 250, XXX
tori17nzlp3ht3ucpdv67d9clej524v50r6sr83kc5f, 297, XXX
tori1gk26w6n4thvq2dwpnvguhg8g8kszd2tca94rgp, 289, XXX
tori1wlureh2j6exueae8hlp5v67uedjvesjr0htxrg, 714, XXX
tori10u89nyr5cxvdy60npg63s8f2l3qcscdu8v2cs2, 458, XXX
tori1r4vlw9e0uss4pz9ap45n7r9n5zutxurqz2h29a, 305, XXX
tori1pqd8rdmtergy5498emratgj6hafv045yup2zdk, 478, XXX
tori10eyjjhk6zthwdguz2gjrxvprfxpnfupkfayhs4, 403, XXX
tori1qgme8vlq4ly8tcye6xdgxnz4khzq9es0crdlqx, 293, XXX
tori18fzene4sxx7t4852lhwyhwhan9h4yjrs7wqf5h, 1037, XXX
tori1cg5xzmxgalnzy5p0snhkqwxg3hnwdr43gf7h3a, 501, XXX
tori1putjg6lzz4u3pv5wyeer7nwmkh6t6lev58srmg, 493, XXX
tori1yvs6wx6txv77qgkzvpy8grg6vel039l0ljtx92, 250, XXX
tori19txujax5rxh23tg02km6ary4j3yac8ddpv6fy4, 732, XXX
tori1ksv4e2l7t6wfgasvg09cm4yan9my49t9c9deuy, 728, XXX
tori1wgx6a3qlersv9dfw3tz6z4x8flez98p9eqxq0r, 281, XXX
tori197ejdn3ny7ktskjwr87wpjrfetvssc8m5u7ty6, 250, XXX
tori1y0ygtwcekl334xvndyckhqn7zpetjgsqqw60zz, 266, XXX
tori1tv3px5jagutsc0xycj4zajv0zey7rar2p4huj4, 250, XXX
tori1paa2ur6c2z0t8w4qz0ty946gclpckrun7xrf0c, 545, XXX
tori1hg24535wcyjd6p3s66cp0ej5xzd7zhdehqlnf2, 728, XXX
tori1q9snn84jfrd9ge8t46kdcggpe58dua82c4xvqg, 1350, XXX
tori1f8w9duslevxu5qgnldpcy6nv6ke8suq22l48cf, 428, XXX
tori172fm5dvkkj0f90s6fjfqrtvq90wc22u8apwa7c, 428, XXX
tori17l7ka2nesxecrmtmql9tcjevlfunvv6646jmds, 421, XXX
tori1352gnv04lm4mvc9zsjj5nulvmp6s5ug3fezkkq, 520, XXX
tori1czxk68p0pkyxlrgvn09neh7k4an2hvpn5l5jvj, 4000, XXX
tori1lkl9uv0cljhzmhuzdvd2lf2swyrxnzye8pxhs3, 360, XXX
tori14ng770zxntndr96khhu0yg6wqr8nc0z8srzrp6, 14018, XXX
tori1etjpezcuxk63zgfv3rmq97acr0jajflgafqtfj, 250, XXX
tori1sal4qqf6ru5dmwd7wd8g8kafqu4vmcc0t0zt0g, 515, XXX
tori1xp6j5kxgv5zl3qw5cw72s48cq3rdh6xp8rhtua, 303, XXX
tori12lzvcacrthkmx33dkxfce9pffnuazz5e7lgwl7, 259, XXX
tori1n6v7edxxrxjl3hk5gmdennzuuykt3d39zaf7xv, 250, XXX
tori19mehn522gdccdctlqxpye8gfs0nh4ynnfn7ppn, 2360, XXX
tori1eqnnwt75ks8esz9zaqf92ldt5dqsm76aesw9yq, 371, XXX
tori1f9daxvh792v3c6f6d37teqkx7dzfg06y8a7ws3, 250, XXX
tori1v9eup5s52sc0p3hh0kcc5sq24lkhyypwff5h54, 676, XXX
tori1hruemq3recacnk4k2pfj6vpuqay4awek23xp33, 406, XXX
tori1fcet9zf49k873q5s2q3k7h84gy269cr2jqdf8y, 730, XXX
tori1xdavvafqz4pppx7netwts0m2dl4phpv5u4whwz, 428, XXX
tori1lau9u4ne38ucz9cpe85nvm3sp6w7ngqwgz9wrk, 363, XXX
tori1lhsu24zfsx4t627ev7a2tlklyf0wan5234f7mm, 250, XXX
tori10v0mm37fqkv22qkcmr2a6unwqywsm3z4mpe7tp, 500, XXX
tori15dq7j22nkxlq97ukuhl5g5haat8zujpn734uem, 999, XXX
tori1yr3yvqz4pvkqweh344nwgdthl3ewqeq2464g4p, 544, XXX
tori1rgad40wyhk0xwsry6ydxfrlqqrwj5m8avcudpl, 500, XXX
tori18ucesam4gdvuu37a5vhgwjnqzl5dfvd7ztw58a, 5943, XXX
tori1dx6lgrkf608agmdqx6lurpt86dq3x6l0m0lk3u, 999, XXX
tori1n9kajlw2p75qgwjq537gfmdw7ylaxtjmpl6uzn, 250, XXX
tori1a8u02d5y8a9mlwkkvwegeurhxu8kc9706ageyw, 507, XXX
tori1sefn0da30juv928gj4anarq27vqq73v4q7wwsq, 375, XXX
tori14cfyqlfy2dxqas9jmt6x95dfwf5rv6sf9e58v0, 5000, XXX
tori1wud2hept2f78edccg9vqmwfd72gudkfj8nkzsv, 340, XXX
tori1rsdq2dwgfhqn3e242l55e86gj7x8yyajywkfzv, 250, XXX
tori178kyak2fcpqpxa3egmsm3sl7uc6l7yzry5lfdy, 406, XXX
tori1uym3mu9xsdvykvr320aefkp6vh78mgvaavh87w, 9754, XXX
tori14pcd29hqlxjq29hqmeu99xfpxf70hj8wj9jfap, 575, XXX
tori163r2fakg3xdvjy3vrq3a84f6fxxduetrvyjtwp, 523, XXX
tori1a3rva8csyztqg88xyglpwqvpkyqx2w80j32vh8, 250, XXX
