address, amount staked, GKEY
jkl1jvm8gy4lgzcrsagxpyhvvxymz982y3j52y3kzd, 53, XXX
jkl172jlpwz64ysplf2qx6lqj2zt5xjmhytnxvugc8, 50, XXX
jkl13r5ltpht7qjzvk48w8u7ngddtzenjd9sz8f0mx, 113, XXX
jkl1hheryepdqyamzy4vsh7alcjlwq5k0kfma7flhz, 250, XXX
jkl1hv4rlv94dwwsj3z7l6muye6ndmup0hta0cgd7v, 117, XXX
jkl13gfc7vp64lr8kcsyjpafskscuzeat49r6p9t5w, 100, XXX
jkl1qk0rtrnk0xtf2g99u06z09sax28a67n0px4kf0, 62, XXX
jkl1yvs6wx6txv77qgkzvpy8grg6vel039l0ycj789, 59, XXX
jkl1jmjjga3j2qymr2v75x3p92wwmv0x6ch6trft7v, 500, XXX
jkl18pjdk4ap5vhl4fa3xxh4lpctud57t6pqgjhcd5, 50, XXX
jkl122rargcl5j60kka0yyj6e0jemvvm0m77fju2hj, 60, XXX
jkl169qjqnx3rqewu4zggyuv64ary209j648ecezhs, 51, XXX
jkl1uxzrzuz2cs52czymqxnhtact9xepcfzcparhx0, 51, XXX
jkl12srwjux46eccjk7kk3rcda6zmt02qwqun3vth9, 59, XXX
jkl1rz6ackm5p23evrw90el8j5376m625hdmypfu4y, 52, XXX
jkl1ysq9gst3vx5yt4wmkeedl6jhqq0zkxttf302pu, 65, XXX
jkl1k0nf3fu5xv7uh4uenr2r8jg5s90ucg689lyhpm, 59, XXX
jkl1j6qdr9snlzwfjg90ay97a8y0m3fas4cy2yr7n0, 59, XXX
jkl1ynjv4l0vw6dvzcel4kqply5637jacfrdgr73qs, 72, XXX
jkl1705m59l09ghgceudk79vhr00926qpyv4ld7scp, 57, XXX
jkl1txuk4jv85e9pefypeee02x3ulckkeqlfl2ms28, 50, XXX
jkl1g5m97dttswpclgwnx05x5hw7d67x3rsn4sxx96, 59, XXX
jkl18y6mx37mhlwpqg8q3flpe992dhyn2wf7mntw5t, 59, XXX
jkl1rr9pngd38xryjh732j4rvy7457mqlq5dve0dcm, 119, XXX
jkl1saz2nvwyr87aqu60qc4gmnfl3s4s0qquvc95ld, 560, XXX
jkl1asefu8qprlr6sp3h97qwhgazqux75k64ddjgwr, 150000, XXX
jkl1xspr9c0e032zr8j4er79fw3vm85exsg24egvgz, 1232, XXX
jkl189caaasnuvc05w46f2yzyp7wjxnk62dlgs2860, 59, XXX
jkl1tyj3ls8w296a2pjn3ysyrjf9v0q0gfjy0ahlzm, 59, XXX
jkl107k0wpg0a9738g4zphvw6zhxdq3h69zzn2hwdu, 59, XXX
jkl1veu2j860mm4tq42007hnwkkehf59f5nh9d355u, 59, XXX
jkl12pc8dyq4a5td8xhtg33pau4830rg8dm4wuah6f, 50, XXX
jkl1c97nrl5shghs9re60dnghxh50vf6kf5rl70v94, 122, XXX
jkl13ark8qhcsgsttqp4rp6sfzsc0zsk7s2j32lrgl, 70, XXX
jkl19pj43xae5d226rr88gvuj9ucxla07hh4rq8w34, 50, XXX
jkl1vewrtkcatncl5qgt9djtcn0j28ukqjln2ehrad, 60, XXX
jkl1nlyd8n5j7hfyna7cpva0y52kxr00l02mkn9u7s, 468, XXX
jkl1zeye6um9ed204848n6qk6258a92dqcml4gm05p, 59, XXX
jkl1fzd5nt4wj00g9duu5js880cp79u7lqgtw9nw64, 59, XXX
jkl18fl5chxs3fva0p9cgqg0dyxgplx8k32q282z0f, 60, XXX
jkl1vzxt2akmr76ddg7epxklnwmdjz5m04l39tcyzd, 271, XXX
jkl1fd3qewy3qzzhv8y8rjulla5rucnqq5sxwuce4a, 50, XXX
jkl1lqddp4q36whm0d3zna2kwa90pjrxa6a0wwlwmf, 222, XXX
jkl16f3nlua5ksvdqq09f56fntsg89e2wexcemttpd, 59, XXX
jkl1zjtvs7na8mck7l2cyhdt8cnz2jzusxtd4ajkye, 79, XXX
jkl1vcs68xf2tnqes5tg0khr0vyevm40ff6zz2splh, 65, XXX
jkl1xrfkdd6pamquamlqxvdlmh86kn9jxvk3pceqav, 50, XXX
jkl15xq28alrsk6plt4dp7ag7pjvtyangmx6rwef64, 105, XXX
jkl1v7w4fs3eq63vfn5xqqh04pzuesj44u9efmdkvt, 65, XXX
jkl1yvsp4fvj6wwh9wwdqrj4l86nf2sz4czg5cmrst, 59, XXX
jkl1v5740e4eseyy2ssp0vc44nrr202e7pg6ryl4dy, 59, XXX
jkl1cn7eu6wl23ntc02a8tz2svm2rlnqurereuh42r, 50, XXX
jkl1z4xq7aql680jfpqmxp5m0xprjm8w8hzvyfx9tc, 59, XXX
jkl1760d9jkledghjckd65gemglkv8cpq732gn5l7x, 62, XXX
jkl1lslfzngda2y0y33vvmyhaxmr030evys0hnz79s, 51, XXX
jkl1rgrda50pc3xuj9sn5uqppr0v0ec84dl934q3uj, 90, XXX
jkl1j7khdzv4xq89tdxd32h0xwun5jmmx9f6lgjmmm, 59, XXX
jkl1m8nrmn5ykxxzeqkkzq4ztms9ceccp972tuwseg, 101, XXX
jkl1f4pjmv429yml06h45mvl37a3sxjfgnyg93js9f, 50, XXX
jkl1j7fgj7v9nqjg6wfda9paldcxezd8yv4q8an034, 3225, XXX
jkl1rsntu55zwhlhcfghh2wtzsxkr67qszupln2dhx, 64, XXX
jkl1ks9chsm3ef832047ezr2amc6me9xqf3zsdd9xc, 52, XXX
jkl1mg83cpata7hz33cuw3v0z4l0zrtlchnqra0zhu, 50, XXX
jkl1c2t5zvhu6a9esnwg2vvz859qrd66vx4n0dehg7, 54, XXX
jkl1wtx06rnx3t9p906ud0y5yrjt73nqszykeuu42p, 59, XXX
jkl1jjraujcspl7wqlrq7rze7sdsax6dqghrcxfgrf, 59, XXX
jkl1f9daxvh792v3c6f6d37teqkx7dzfg06yuh8kj7, 59, XXX
jkl1jxemh2fvaty2r8zgkjds5uc2m3cqmvks07mjq4, 52, XXX
jkl17j9jmdaefgwjvyld04kkx4ly4czqw4zmmetzd0, 50, XXX
jkl1fsygt0ftztx6av4gls895agf7388gche893h29, 59, XXX
jkl1a8wnenq6rpaxs3uu7umkwa855a988wecy5lvva, 50, XXX
jkl1hrq9y3etaddw3clteyql4zv0s8y5t0ry544j6p, 54, XXX
jkl15y2jy3uatqlavdmjkfr779dydgjqk43aut0llq, 100, XXX
jkl10g3hzsme335q8r2g3p4y3x7s2pv587fw2yx3en, 57, XXX
jkl1gayj3vhg0tud5z4rpujr2lwvglkqzgzhsgchn3, 100, XXX
jkl1c5g8xw3dfcxypw65j7aa4j29hetr4wy4aszrl7, 592, XXX
jkl14c2dcjumq02n2w6njz0yek633pckm3sl9q268t, 52, XXX
jkl1j407qvzkhpc45r8eqq3jvya6a7jruapqqu9gar, 50, XXX
jkl1syu95rss3auvee24p8rsg422xr5cpu8e7n5vns, 60, XXX
jkl10qey6aqjf5wlkglp0ljjg3v6h8ws26pmsdw6pz, 55, XXX
jkl1gemxymrdcn7mq3k8dv9amv8ywx7def4z85t6s2, 50, XXX
jkl1je9h09ll9aqrh8345makhsnk7fa2n96ewck0kf, 60, XXX
jkl1t8urf6gcp2a9f5ua3grdrgva9ayravfcy78pj0, 50, XXX
jkl1shmytvj3rsmyyajwyx6s08wclvsg3mlyw6a5uc, 56, XXX
jkl18nmfhuh29nn7tdnf7600t5ytmgjxlu5ujgrc98, 59, XXX
jkl1gu92w3wkwawq6q8epdsyce6x7q5gzvv5mzzl64, 101, XXX
jkl1j5xrxdvrmtlsd6cyhp739w33esk63rqrzyg4j5, 57, XXX
jkl1ry7pu7ufhfzjdd7ac642lk2l44yqctyqruu4qg, 400, XXX
jkl1gy2yyfptwff8ytal9xcqfgz2j0yte4zenl63ex, 59, XXX
jkl13m05m0p0hnk3sta99a402v0tlcqwm34xz4nyx7, 50, XXX
jkl1tdry23dspgsmp55zywtjgw0f57neevvw7ul483, 283, XXX
jkl1kj4efnuuse7mgqfunxs7lfu49uggvjn4a77afw, 50, XXX
jkl13rt6jlckvkfst4tvarscsyz4c2eqq3cg88l3lh, 59, XXX
jkl14rrhsdsg9qnr84h8lcejnc5vvtnlgs23gsmu9q, 59, XXX
jkl1tv3px5jagutsc0xycj4zajv0zey7rar26lwys6, 59, XXX
jkl18qs69kefuwr8zfvm4evgungzyv690snjxa64hl, 60, XXX
jkl1dzdz6hwegce4p00z58jnufklzdmfcr5ml6dt59, 1990, XXX
jkl1uym3mu9xsdvykvr320aefkp6vh78mgvaxxwlup, 52, XXX
jkl1xkzyx8jj2ra3dg6yacqgj6uhz6al6kdj7trh29, 56, XXX
jkl1vqzn2kzjnhvn02x0xc5n3z2wwaw766as4t07wa, 52, XXX
jkl1q4v2xercjnukzpncyedj6gd4jlp4cqjmz9al2w, 52, XXX
jkl1vrml8rkxcstrneqv208wmd9f3yd5uwkwfzgu8s, 51, XXX
jkl1err5c2tc8ha6qa42tpvedgk585dpj355nc2gct, 54, XXX
jkl1s3q9mffxmcj7karcahyxeggceest93tyr7sh4y, 54, XXX
jkl14er7ec5dz894gk0wk6uplyqd6lum3nr9ul4gsx, 51, XXX
jkl1lmyaxh38jzetmzpr2jtq82qt9wkr9mmuvf8n0j, 68, XXX
jkl195z08s2qj0em8pzyyaqm5l29p0w9vrdea6rezx, 70, XXX
jkl1tpz7mhsh22jxs3xttgas34vzrq2mt6tlqg4j9q, 59, XXX
jkl160r58na4v5c9x3j348kmjfynekkqwtuc8h2hzj, 130000, XXX
jkl1wh0evrrxrdlph6nl98v9z43555fufy2qhu8pgt, 55, XXX
jkl1pysf4an5ey0kwjvg0l0prg5l3wr9pg3u0x5t7k, 67, XXX
jkl1uavvjaw8cdajpcxnrwgx94t2ylzdnnlwvmqdra, 59, XXX
jkl1qcf56hq8x4dwa380tk0hfmmfdswhucerhy5unp, 510, XXX
jkl1t3qp52hf5p4julm52ftssqxdhpvyh9c0tal3ke, 51, XXX
jkl1s62zzaunhyy2htfm0mjpuyzvqccpe2hr26wdpn, 59, XXX
jkl1rdjp4g6tw4vs8nm7awy25cr893ydqzgt32nvg5, 64, XXX
jkl1nnn0wzerhlq4kyvsya0zqcvx47ylqmdmrghq9j, 60, XXX
jkl18wy4l690my83js0xxjhxjax43e9ct2n6leezk0, 54, XXX
jkl1pqawqj4pr5tw38w4d45t47ce2vj09u5qfnqx4c, 760, XXX
jkl1f76xe49h2l82yqaa648j764npwc2uj37f4yhxy, 60, XXX
jkl1xgghymtpu25m45l4s4d4vd894f73fr9xpcck8d, 50, XXX
jkl17tnamkdh7gwkz85kxn6t49xtejlj7kt26qqewd, 50, XXX
jkl18rd2hxsmu55xlm3gha4w8ktgq8h8pl5e4mdg9t, 52, XXX
jkl14reyuy6z2e6mzyrzcjmtfhrn5mrzcc4t0pdw57, 1606, XXX
jkl1eqz3ucr5z73gjqn5hs3xadr4x7v5t6juy8ftjy, 56, XXX
jkl1lewrntjs242rlcvxq6hagpxteh2g80860czzq9, 60, XXX
jkl136v3826ka5np85kxus2dxtezj42a7tg60m03j5, 61, XXX
jkl1ph7gwddzsmcvlv5nn6fn9qpg3q7vewld6rlmaw, 312, XXX
jkl1nu5jfcwjcwaqxea9m56w2gwnyaugenylwzawrp, 52, XXX
jkl1atjd98hcj76nnu9mmhtp2u2qqzvq08g8csp4cl, 270, XXX
jkl1a2q46umuaevjtrtky3smjs8hgn5qq39wspdqh4, 1552, XXX
jkl146mhk9lrl55yhcyjc4adqg4pu7dhwxjcrlzgmg, 50, XXX
jkl1dclzuklectgdvm8aw5fught572smlfhn5wvtlg, 81, XXX
jkl1uwjyrdezuv7yrpnjzwc4l9ygzzuj2squ30cflt, 59, XXX
jkl1n9kajlw2p75qgwjq537gfmdw7ylaxtjm64ryqu, 59, XXX
jkl1zrzgz2epyh7jtsk6an84jp7x7xacng22wqpdu4, 77, XXX
jkl1488kv08va80uyw3rqm03dxapmgak6mx48ggzrl, 66, XXX
jkl1zk3ekyresv9xenax23u2eeuf4a3yfccc2a84d4, 116, XXX
jkl16facdx50eramsgdkd2h8eywjqyllmp6qfqsngs, 862, XXX
jkl155s6w67pl6zcdmp27kgyc3e724c4x2xa02985r, 59, XXX
jkl1wlureh2j6exueae8hlp5v67uedjvesjr5aj7p8, 60, XXX
jkl1n8j9xve22sh5arf2kfdtdde46udztadaw77lh8, 122, XXX
jkl1pxwf54vafuqyu84ujjevr7xgcws78spptsr4qp, 54, XXX
jkl1ffvua2xfreksm3h8tv53f4drgs7j70ehjmhqj7, 52, XXX
jkl1tnyrxmdk6jtw8vqsq74z8t8y562mgcf7gtmm72, 58, XXX
jkl10j27mjxv706lkvmw8ewpcwa8ajp3srmjnkpzgr, 65, XXX
jkl1nerx5nwsugqanqcazwvcnlq0utme2qmreg6qqr, 500, XXX
jkl1l72ayh6xpge306s6jwr6l5dflrj35kfkdn5pk7, 120, XXX
jkl1854e3eu4waae4d027epudlpxhtzhg0dlfkkvu3, 54, XXX
jkl1d7sw0t3nyajddyjtvwargqkypqx0yumdspeaay, 76, XXX
jkl18vuwxtj6l8w8hu7ex0n2gxuf0zp244c0f2xt82, 50, XXX
jkl19rr80ncg0phfz99mnmfuynw8f98gmq26xkae5u, 67, XXX
jkl1hred7tch78xhjkrmsggwu246qhl52h593wa382, 71, XXX
jkl1amzdxmwa9f8y5zus7k4ycz3ffqrwhdzlnxq07h, 103, XXX
jkl1rrwm55cvyll4pd4jrhe28v8t27uqkkd2qledfa, 54, XXX
jkl1nnhlu7j6r4e2efuaydyvdmqs5plp963ez4z4et, 60, XXX
jkl19p595przv0na8ff8pzssw5fmgkmnef9syt894j, 50, XXX
jkl178n8r8wmkjy2e3ark3c2dhp4jma0r6zwq3cyz4, 59, XXX
jkl1eqwzvqsa4rlcd6mcznksd7epx7e8te074jw33g, 59, XXX
jkl10p5jd6yz2twvvzg5c7gq2l6v6u42vthc59mk7y, 60, XXX
jkl14j5lspksq9vwuyp6y0vlqn9mnzftj0raxtfdsu, 60, XXX
jkl13u5f3c2a02qe3fy8g2wmjyzg93nkkejv0nn9rp, 61, XXX
jkl12nmelh9psl0hnah3ssclqrgh6cup030snemlcd, 57, XXX
jkl1jz8yjxdd7a8pv46lrpug00d30c57xcvqgsqj2s, 59, XXX
jkl1ucj4xmmq3ykgkw2halpf24h5n2awsu2twark8p, 585, XXX
jkl1mcrnf2n2vmmut5j7upluehstxh4yenztwrykwa, 55, XXX
jkl1p6p0wwcgxj9alaj27f2ggzp7zsx307slvdplm8, 57, XXX
jkl1g72q9dl7yqcl3lv3jqkrrrw8zayaan6hs0jghx, 51, XXX
jkl1sy064tsnqjze69u87m0sa9e0t50rrys6a60df3, 53, XXX
jkl18nl28k25u5qtwga7qzgd03ee8nqfzqypfgaprm, 131, XXX
jkl1ttgc52z62yfgm596n9hy5hx2er8ecrqry3ywt7, 52, XXX
jkl1rlsdrt7m2aat7cvjvks00n5srq5khllqxrl7lz, 1104, XXX
jkl16geca5fre95zgc9gj9rc2tp5yk3983qusys0mp, 61, XXX
jkl1a3rva8csyztqg88xyglpwqvpkyqx2w80fmn54g, 59, XXX
jkl1y2fc95rs5fwhljwhrf0f6dx89pcw964dezhyq8, 1500, XXX
jkl1qgtgk6q0c4l2jg0uv2ckfwg93ch0c6df9xrgq3, 59, XXX
jkl18t7qytg9fdgklzac9lm4ym0cjxhjcxsdjvn4d6, 520, XXX
