address, amount staked, GKEY
osmo1m5le3euluq0kvcrkzh49w6vzs6l9u3hp6aljkh, 101, XXX
osmo1wf9yshleeupp0myt7qdw2xg8txlua87xgp5zpv, 100, XXX
osmo1w6cf5r94q0k8znh0sgpnzhkqlkk38fhzs6s8dl, 400, XXX
osmo1tdry23dspgsmp55zywtjgw0f57neevvw0ez5gu, 100, XXX
osmo19y77vt252fu6cqxj2f0c90x3hyd0ty7yhlcf8z, 132, XXX
osmo1pha3nvxnez7k9me4tqp4y3ma05t7esmeynpd5s, 110, XXX
osmo15qa47rt9wttr5m76eem5g83fygau9t3dejxr8k, 101, XXX
osmo1u0h928qagwj5t0qzjh66tzy7emjh24a85zsedf, 101, XXX
osmo1hvn73a2w4tgfqe6ndzrnumtwyau8txjve78pss, 101, XXX
osmo123slhrwhhl8y92yd5u866yyclcnzwqsh8hxz6d, 100, XXX
osmo1lh8lw6zp2hjcmx0s9pkl38j36mqk6tffh8hslf, 150, XXX
osmo1twqplv0rexm59er6wemj6pdfa53y5rcakpg3uk, 100, XXX
osmo142jnczeryrv2wny0jc84hwujp2066pgh9vwyvc, 109, XXX
osmo18g7ed9lm8qpvtrhuuvgg7slq2jme6eqsk7qwd4, 100, XXX
osmo19dx6xr5pqg83f45d43xfsuczvnlk37w8jvjmuj, 100, XXX
osmo1w6dpa2l2fc3v2rc9dpuhqg4lt6ykvlqgg59hun, 100, XXX
osmo1cyckh9490mjxsp8k4ufvn8442aech2qhqjsp5r, 100, XXX
osmo1y5hzxwatlhw2l3ye4dvkrtyrrfsxk92weznnrg, 100, XXX
osmo1s5f9ezcqj6euemwxt2d66cefj2yrl76gxflqsu, 100, XXX
osmo14w6tm6ul0dexe58ue9h5tuqkp6mhy0ne7hp469, 100, XXX
osmo1uc6p2wp3cuxcw2ywzzwxg59uus7fl7csmw5t4z, 101, XXX
osmo1z04ckk6433ajstmkm039kfmlc57v0vzz5d2lee, 100, XXX
osmo15xq28alrsk6plt4dp7ag7pjvtyangmx6jtyg4c, 103, XXX
osmo1zjqgzlgpwdyt4dfav089mhxtfravcpjzh6vp4d, 100, XXX
osmo18mvwvvjdm37luk7j6drpvp34c9y3g0jy8ufqw7, 100, XXX
osmo1eqhexdtptfsgyz0m9efg8s8v5vcmsknxsya78u, 100, XXX
osmo1e78zc77jlwtzulvupvun55vhvm0ruzdgkvlyla, 100, XXX
osmo19eu22zmzy5nz7cry2m20cqcky9sfm3ndqx7jee, 103, XXX
osmo1chckfyh2ttpx9fhu7r6nqnrsfl9zeptzmfkr45, 101, XXX
osmo1hdv7rd9rk787dnwk9z2z6xct00t4h7a8tdjelz, 101, XXX
osmo1d7hrkck0sc5urna3ljeez7wfhmcxrdcac5k4tg, 100, XXX
osmo1ad39dtr7gychn53czndxs8lqkmqqfzfam6zvup, 100, XXX
osmo1m4q0flsgzsjm36rpvq3lkz49aard5n9tuqunzq, 100, XXX
osmo1gz8vgplztfvewdf2kj6m3m4g0mulqlq2evn4r9, 101, XXX
osmo1rrhuws8zepv05dyc3la7wxsj56khqzpfrtgkex, 100, XXX
osmo10j27mjxv706lkvmw8ewpcwa8ajp3srmjznur8w, 102, XXX
osmo1nkwwh4t3xxzhp97ezjj9h3tyh4x93atph2uv52, 100, XXX
osmo1d523dasw4g6khfujcl9uhvuf43lwtd5zmzlgay, 105, XXX
osmo18gzezjz0ug5kskpdh3p7hhp9tgm8y36jrpf9cg, 101, XXX
osmo1paeh4chy7z4qtqrg68k459ps5elkuyt2s0x65u, 136, XXX
osmo1gzy0f2ggfjk6mrlv96nlur6awqdm2hd5hevfzm, 101, XXX
osmo1qgw7wt7rfxgv66jw7maszdup6265v9fme0jdhn, 100, XXX
osmo19gqzgxe99gq6du2va5p0ahszklrumpkf59zrs2, 100, XXX
osmo12lxdlysexsvkdhu923272c4nkqkswp7jew24lh, 103, XXX
osmo1pvcn0jjv2mugdevlue9vj2ks7ryjgtccera0jq, 100, XXX
osmo1v5s42qmh7zy8l0y3nnnf76kfkltfsvr7t8ka3c, 101, XXX
osmo1dukn56adq5pk7r0r3y6zgvur7epyg2k74jrjh7, 101, XXX
osmo1mjp88d4dx7t76kesf4patplr0g0zhzdkuz9gnr, 100, XXX
osmo18zyapvepwv8yyx67qdsysf9kvj4n4yyrv8jdky, 100, XXX
osmo1rtad8rsmj6y62zk8h7hvptn9v3s89vkmekplyp, 100, XXX
osmo1w9pkvf5wwwmdshv35ftej0ssx7nzgqc6ykqth9, 120, XXX
osmo1rnpaumea3jm8tj6lqme5qpmx6a2rcegxwzma78, 100, XXX
osmo1xr57xmz67hx7g9kpj8hw6ghm7xrkeqmudr5xj0, 106, XXX
osmo13mzcw7ezlgzcgpls7xqxpsg5qqsxvp8j9nd52p, 101, XXX
osmo1xrmue93483su7sv0kysdd8l5el6gdtgfgecjjz, 101, XXX
osmo1h9gw03d3nslxquteqr24gvggmz5ruqv087rpf8, 140, XXX
osmo13q90xwjw68jps4k3dhaah02ehmmergd44az952, 101, XXX
osmo1s3x0q84xc2pvadwpxksdtcft3y3ae5zt2qv260, 100, XXX
osmo18ucesam4gdvuu37a5vhgwjnqzl5dfvd7gy2d2l, 100, XXX
osmo19g00w2eu3q93t778ehqwpra0p8zrs3qtnugr9r, 101, XXX
osmo1h7yf2l8sll6ly9qhgx4sz57dyk4rgcswdk7f5s, 100, XXX
osmo1cr7tlxe89ka70jyynqg4pvgv37sygtnscnv9de, 101, XXX
osmo1wh0evrrxrdlph6nl98v9z43555fufy2qxe6q8x, 100, XXX
osmo1zfqwy2d93x7krkn8k04ahr5knd49aszyf9cypz, 111, XXX
