address, amount staked, GKEY
chihuahua1ztl2nu2hv6ulpgteqh9mfr00uv3qjfmjkx6vke, 2985816, XXX
chihuahua1h9j29p7ycpuj8yc9gh8kf70vltcehhywvjfuc5, 1197195, XXX
chihuahua1qj3rzpu4eknfcufzvtxvdmelc3hu2fa2d8prrs, 1138550, XXX
chihuahua19zlv9chvj644ctnx0e8l9el0n3wcmmpmt6aj0d, 1000000, XXX
chihuahua17lp0xs8aauzn6dcs606lk6mwtd894q0jgz6j2t, 550146, XXX
chihuahua1lpzshjg8cn8mercts03fka5vfrwzz4ave5p353, 1197402, XXX
chihuahua1pcg5dr6lypu98lwpkypyredqpar7uj6wln6ze3, 2432078, XXX
chihuahua13u5f3c2a02qe3fy8g2wmjyzg93nkkejv4cs6mu, 550590, XXX
chihuahua13mzcw7ezlgzcgpls7xqxpsg5qqsxvp8jwan2a3, 539553, XXX
chihuahua1l5wc57dhjham2qrugkp6rmruymjueuywzu2zdy, 856645, XXX
chihuahua122mtmddm6tr9q4jtswm8j57ujyl3n7l6ls5u72, 1197003, XXX
chihuahua1wh0evrrxrdlph6nl98v9z43555fufy2qdhy7sk, 501000, XXX
chihuahua1yvs6wx6txv77qgkzvpy8grg6vel039l07n3plc, 500000, XXX
chihuahua1s8wefc0m76aadlgv7p3hrdfnh0ddjygxgjeens, 1197549, XXX
chihuahua1tady5gfzzwlzcjkmn8suzxp0uxf54vvxrycy0z, 609834, XXX
chihuahua1w92mjwqcjxt74nk9z26s2ax3a4jceyw5fyy7x5, 1197295, XXX
chihuahua194mwey3dh4nkzdtnd5lpucwrcv4t00qu7xjcd8, 1197420, XXX
chihuahua13m7eqx55zldnu72vyal828vzrypz2chvddgylw, 510779, XXX
chihuahua1uu9q0lcjrse7en59x5m88c94ef070sh8pla4ct, 527364, XXX
chihuahua1shmytvj3rsmyyajwyx6s08wclvsg3mly537ty9, 2169695, XXX
chihuahua1a83n4zhsyf7w52xrsjajp5ta0rng3tgks535r7, 500579, XXX
chihuahua1zs8k656xzml49uzlx8nex2l8ur2lfs97eppu46, 500000, XXX
chihuahua195z08s2qj0em8pzyyaqm5l29p0w9vrde83qx6m, 10000000, XXX
chihuahua1q78d9un45eqp8ds9a66e0vq9saxv4n6qc4gn9l, 1197520, XXX
chihuahua1yfqu3r6d26n8jckgtrauw9gtyt35s90xjqae2c, 556191, XXX
chihuahua1mxa59fqe82tvly22saj26sdrq5425edyfgh4nk, 500500, XXX
chihuahua18qs69kefuwr8zfvm4evgungzyv690snjuke20z, 500000, XXX
chihuahua1spg5h5y43rrpnn7y3kljedhp763mravytwut64, 1197186, XXX
chihuahua1j7fgj7v9nqjg6wfda9paldcxezd8yv4qakssfg, 2563596, XXX
chihuahua1n6v7edxxrxjl3hk5gmdennzuuykt3d39runeu7, 522448, XXX
chihuahua1cxmzj73ysxqnx2xnv868fkjkt0ly4szy94zh2n, 1010040, XXX
chihuahua1nkwwh4t3xxzhp97ezjj9h3tyh4x93atpuyzjr6, 5000000, XXX
chihuahua1qj2787n872jn8t2zhreac27lh0hlpq6zx78qfc, 900957, XXX
chihuahua1gmhzke988e24gqrx3vmnq50eaaadrat96wfqyt, 1196989, XXX
chihuahua1d70ft5jj99q4em4peke5ythgcq0y9rjmfdjzk0, 1000000, XXX
chihuahua1zz3szjjkgg4ewdjv74znzvqwhc4w2gn5y6rpa5, 1198145, XXX
chihuahua1s62zzaunhyy2htfm0mjpuyzvqccpe2hrs3djew, 500000, XXX
chihuahua1pqawqj4pr5tw38w4d45t47ce2vj09u5qncred9, 880850, XXX
chihuahua1qwssmxh9y6vpenpqvf637rqg20gxwt3anjlzhd, 1197439, XXX
chihuahua1r0mlu77nlkqlll55uvqfpsnyyt9ndcrlgmug7q, 1007950, XXX
chihuahua1ghfnm8fe0e6tzp50940qsxkzqsdeqpv462k0ws, 532142, XXX
chihuahua1tdry23dspgsmp55zywtjgw0f57neevvwyhu2lv, 2134140, XXX
chihuahua1vewrtkcatncl5qgt9djtcn0j28ukqjlnsj5u9s, 500000, XXX
chihuahua1syu95rss3auvee24p8rsg422xr5cpu8eychntd, 500000, XXX
chihuahua1z4xq7aql680jfpqmxp5m0xprjm8w8hzv7z96n9, 500001, XXX
chihuahua1xpjenqlc2x8e67c9zcjp2cqskxwdzm99w9m8tg, 5300000, XXX
chihuahua10qznkpv7trh8z3fsm0m9rlu258tj44tmcdwkhq, 1196847, XXX
chihuahua1mfe0wykz72tlxsfe6kjfrnq0pur7l4vytmkl34, 792779, XXX
chihuahua12x22gr7mlumxqq0au5zvpa2j27jjxvpwz089gl, 1197081, XXX
chihuahua132dwnd8j2aegsygfpn90g22pyvqnqnngg3nflg, 1196871, XXX
chihuahua1jqm3zmdpw2rvgftqx82y452f5u880sgysyuzmz, 2936120, XXX
chihuahua1y7h673t8uvtu40jyqhr5zv0qffqgv7tcncffe7, 653250, XXX
chihuahua1fcet9zf49k873q5s2q3k7h84gy269cr2nphwak, 1197072, XXX
chihuahua1wtx06rnx3t9p906ud0y5yrjt73nqszykrhl2ju, 500001, XXX
chihuahua10v0mm37fqkv22qkcmr2a6unwqywsm3z46qre3n, 528769, XXX
chihuahua1tadkwfwd40jq4grf7mxvseansw2gv7xhvwctun, 1197275, XXX
chihuahua10nhpg2psl7d9pgru53f9lpvkyum25q3vy32eck, 1197002, XXX
chihuahua1tnyrxmdk6jtw8vqsq74z8t8y562mgcf7jqcyxh, 500765, XXX
chihuahua15a6n2je0aygt2m8xt02ctc4890hcyyfs6vr0hn, 780000, XXX
chihuahua16f3nlua5ksvdqq09f56fntsg89e2wexcrsg5es, 500001, XXX
chihuahua1u73e52tuw50t84cn4rsn90sgcz56etazphqpl3, 1121409, XXX
chihuahua1rsdq2dwgfhqn3e242l55e86gj7x8yyaj90vwc7, 500000, XXX
chihuahua1u926jqsax56rcykmcv8z06c40kzdvjkgxaducx, 1197140, XXX
chihuahua1hg24535wcyjd6p3s66cp0ej5xzd7zhdekp95nc, 1197160, XXX
chihuahua1ghaamd2fv2zq95fa4hk000pfrqftzme0zfcezk, 1197092, XXX
chihuahua1q3dpka799kz96mnm56jygcqvqex8zd22ulrn4v, 528158, XXX
chihuahua1sps7dyzmgwedeg9va7qkcna422eyl5wtyec9pa, 1196917, XXX
chihuahua1p6hqx49hpcdmexr7yydxnrx36gnr9fv57k9hj3, 1197458, XXX
chihuahua17vxf0y0x0gkhan33yhpeuxhyzd5069vntzfw3h, 503400, XXX
chihuahua163aku3mx58uzqmy3g3723sl36sc5890x7gktgg, 1198147, XXX
chihuahua1paeh4chy7z4qtqrg68k459ps5elkuyt2mpcyrv, 600000, XXX
chihuahua1t3qp52hf5p4julm52ftssqxdhpvyh9c03kuwwy, 501600, XXX
chihuahua1ksv4e2l7t6wfgasvg09cm4yan9my49t9eyh7xk, 1197214, XXX
chihuahua1eqz3ucr5z73gjqn5hs3xadr4x7v5t6ju7v252e, 501017, XXX
chihuahua1gma4uhkxe7mgwfs6g3wdqh72knxpgxkr4p05nh, 690615, XXX
chihuahua15h2v848ly2geene5hdckxfglvhajfxj648en2n, 1197493, XXX
chihuahua1q3faa036uwzrpz8mrv8e35e5fgj7r77k7r47an, 2000982, XXX
chihuahua1uhwseqt0ag2vq65rz997qq9gavhudeq7wa006w, 1197428, XXX
chihuahua1wc4pu9w2gmd62h0an9gaej3wwsdfxceyzkxqqq, 2150000, XXX
chihuahua10rnsl4m6u5pd4fk9fndenmyyxcm5d9h98ehzfy, 599987, XXX
chihuahua1hred7tch78xhjkrmsggwu246qhl52h59t97wlh, 1704226, XXX
